source,time,value,unit
Noah’s Apple Watch,146400,85.0,count/min
Noah’s Apple Watch,146405,82.0,count/min
Noah’s Apple Watch,146409,83.0,count/min
Noah’s Apple Watch,146412,84.0,count/min
Noah’s Apple Watch,146418,76.0,count/min
Noah’s Apple Watch,146421,58.0,count/min
Noah’s Apple Watch,146428,121.0,count/min
Noah’s Apple Watch,146429,118.91666666666667,count/min
Noah’s Apple Watch,146430,105.18181818181819,count/min
Noah’s Apple Watch,146436,80.0,count/min
Noah’s Apple Watch,146438,83.0,count/min
Noah’s Apple Watch,146441,80.0,count/min
Noah’s Apple Watch,146446,77.0,count/min
Noah’s Apple Watch,146454,69.0,count/min
Noah’s Apple Watch,146457,74.0,count/min
Noah’s Apple Watch,146462,76.0,count/min
Noah’s Apple Watch,146467,77.0,count/min
Noah’s Apple Watch,146471,76.0,count/min
Noah’s Apple Watch,146481,71.0,count/min
Noah’s Apple Watch,146482,76.0,count/min
Noah’s Apple Watch,146489,106.0,count/min
Noah’s Apple Watch,146494,89.0,count/min
Noah’s Apple Watch,146497,106.5,count/min
Noah’s Apple Watch,146498,112.0,count/min
Noah’s Apple Watch,146499,103.58333333333333,count/min
Noah’s Apple Watch,146500,105.3076923076923,count/min
Noah’s Apple Watch,146501,110.91666666666667,count/min
Noah’s Apple Watch,146502,100.33333333333333,count/min
Noah’s Apple Watch,146503,83.08333333333333,count/min
Noah’s Apple Watch,146504,78.08333333333333,count/min
Noah’s Apple Watch,146505,88.45454545454545,count/min
Noah’s Apple Watch,146506,87.83333333333333,count/min
Noah’s Apple Watch,146507,88.23076923076923,count/min
Noah’s Apple Watch,146508,89.33333333333333,count/min
Noah’s Apple Watch,146509,83.66666666666667,count/min
Noah’s Apple Watch,146510,84.83333333333333,count/min
Noah’s Apple Watch,146511,84.4,count/min
Noah’s Apple Watch,146516,72.0,count/min
Noah’s Apple Watch,146523,81.0,count/min
Noah’s Apple Watch,146535,78.0,count/min
Noah’s Apple Watch,146537,75.0,count/min
Noah’s Apple Watch,146546,83.0,count/min
Noah’s Apple Watch,146548,77.0,count/min
Noah’s Apple Watch,146553,68.0,count/min
Noah’s Apple Watch,146560,78.0,count/min
Noah’s Apple Watch,146563,79.0,count/min
Noah’s Apple Watch,146578,76.0,count/min
Noah’s Apple Watch,146582,112.0,count/min
Noah’s Apple Watch,146583,122.66666666666667,count/min
Noah’s Apple Watch,146584,124.75,count/min
Noah’s Apple Watch,146585,119.15384615384616,count/min
Noah’s Apple Watch,146586,125.45454545454545,count/min
Noah’s Apple Watch,146587,135.16666666666666,count/min
Noah’s Apple Watch,146588,120.8,count/min
Noah’s Apple Watch,146600,103.0,count/min
Noah’s Apple Watch,146603,90.0,count/min
Noah’s Apple Watch,146609,97.0,count/min
Noah’s Apple Watch,146614,93.0,count/min
Noah’s Apple Watch,146618,96.0,count/min
Noah’s Apple Watch,146622,65.0,count/min
Noah’s Apple Watch,146627,89.0,count/min
Noah’s Apple Watch,146633,88.0,count/min
Noah’s Apple Watch,146640,68.0,count/min
Noah’s Apple Watch,146650,81.0,count/min
Noah’s Apple Watch,146654,86.0,count/min
Noah’s Apple Watch,146659,85.0,count/min
Noah’s Apple Watch,146663,111.0,count/min
Noah’s Apple Watch,146666,92.47399999999999,count/min
Noah’s Apple Watch,146668,87.0,count/min
Noah’s Apple Watch,146672,113.0,count/min
Noah’s Apple Watch,146677,100.0,count/min
Noah’s Apple Watch,146680,124.5,count/min
Noah’s Apple Watch,146694,87.0,count/min
Noah’s Apple Watch,146697,113.16666666666667,count/min
Noah’s Apple Watch,146698,96.11111111111111,count/min
Noah’s Apple Watch,146700,129.75,count/min
Noah’s Apple Watch,146701,128.36363636363637,count/min
Noah’s Apple Watch,146702,127.91666666666667,count/min
Noah’s Apple Watch,146703,113.66666666666667,count/min
Noah’s Apple Watch,146706,110.0,count/min
Noah’s Apple Watch,146708,89.0,count/min
Noah’s Apple Watch,146713,112.103,count/min
Noah’s Apple Watch,146722,109.818,count/min
Noah’s Apple Watch,146732,104.737,count/min
Noah’s Apple Watch,146742,105.345,count/min
Noah’s Apple Watch,146753,106.983,count/min
Noah’s Apple Watch,146761,109.14285714285714,count/min
Noah’s Apple Watch,146762,101.0,count/min
Noah’s Apple Watch,146763,114.75,count/min
Noah’s Apple Watch,146764,126.66666666666667,count/min
Noah’s Apple Watch,146769,82.0,count/min
Noah’s Apple Watch,146775,96.0,count/min
Noah’s Apple Watch,146790,126.375,count/min
Noah’s Apple Watch,146791,98.6923076923077,count/min
Noah’s Apple Watch,146792,123.0,count/min
Noah’s Apple Watch,146797,80.0,count/min
Noah’s Apple Watch,146921,85.38759999999999,count/min
Noah’s Apple Watch,146926,81.0,count/min
Noah’s Apple Watch,146927,90.0,count/min
Noah’s Apple Watch,146932,88.0,count/min
Noah’s Apple Watch,146938,86.0,count/min
Noah’s Apple Watch,146954,62.0,count/min
Noah’s Apple Watch,146961,64.0,count/min
Noah’s Apple Watch,146986,84.0,count/min
Noah’s Apple Watch,147004,78.0,count/min
Noah’s Apple Watch,147165,73.0,count/min
Noah’s Apple Watch,147169,70.3248,count/min
Noah’s Apple Watch,147171,67.0,count/min
Noah’s Apple Watch,147172,63.0,count/min
Noah’s Apple Watch,147304,88.0,count/min
Noah’s Apple Watch,147306,68.0,count/min
Noah’s Apple Watch,147313,79.0,count/min
Noah’s Apple Watch,147318,64.0,count/min
Noah’s Apple Watch,147321,67.0,count/min
Noah’s Apple Watch,147327,67.0,count/min
Noah’s Apple Watch,147328,70.5121,count/min
Noah’s Apple Watch,147332,66.0,count/min
Noah’s Apple Watch,147373,85.0,count/min
Noah’s Apple Watch,147377,118.375,count/min
Noah’s Apple Watch,147378,110.27272727272727,count/min
Noah’s Apple Watch,147379,109.23076923076923,count/min
Noah’s Apple Watch,147380,108.66666666666667,count/min
Noah’s Apple Watch,147381,114.36363636363636,count/min
Noah’s Apple Watch,147382,109.16666666666667,count/min
Noah’s Apple Watch,147386,76.0,count/min
Noah’s Apple Watch,147390,74.0,count/min
Noah’s Apple Watch,147394,69.0,count/min
Noah’s Apple Watch,147397,86.0,count/min
Noah’s Apple Watch,147399,104.0,count/min
Noah’s Apple Watch,147400,94.66666666666667,count/min
Noah’s Apple Watch,147401,98.76923076923077,count/min
Noah’s Apple Watch,147402,103.0,count/min
Noah’s Apple Watch,147403,97.375,count/min
Noah’s Apple Watch,147404,98.1,count/min
Noah’s Apple Watch,147407,96.0,count/min
Noah’s Apple Watch,147408,95.16666666666667,count/min
Noah’s Apple Watch,147409,94.07692307692308,count/min
Noah’s Apple Watch,147410,90.0,count/min
Noah’s Apple Watch,147411,95.14285714285714,count/min
Noah’s Apple Watch,147414,85.0,count/min
Noah’s Apple Watch,147415,85.2,count/min
Noah’s Apple Watch,147416,78.2,count/min
Noah’s Apple Watch,147418,69.0,count/min
Noah’s Apple Watch,147427,110.0,count/min
Noah’s Apple Watch,147431,62.0,count/min
Noah’s Apple Watch,147433,64.0,count/min
Noah’s Apple Watch,147437,64.0,count/min
Noah’s Apple Watch,147446,62.0,count/min
Noah’s Apple Watch,147449,66.0,count/min
Noah’s Apple Watch,147452,63.0,count/min
Noah’s Apple Watch,147456,61.0,count/min
Noah’s Apple Watch,147464,60.0,count/min
Noah’s Apple Watch,147470,65.0,count/min
Noah’s Apple Watch,147476,70.0,count/min
Noah’s Apple Watch,147479,70.0,count/min
Noah’s Apple Watch,147482,70.0,count/min
Noah’s Apple Watch,147486,63.0,count/min
Noah’s Apple Watch,147496,65.0,count/min
Noah’s Apple Watch,147498,56.0,count/min
Noah’s Apple Watch,147502,51.0,count/min
Noah’s Apple Watch,147508,52.0,count/min
Noah’s Apple Watch,147512,53.0,count/min
Noah’s Apple Watch,147517,51.0,count/min
Noah’s Apple Watch,147523,54.0,count/min
Noah’s Apple Watch,147529,52.0,count/min
Noah’s Apple Watch,147532,53.0,count/min
Noah’s Apple Watch,147538,50.0,count/min
Noah’s Apple Watch,147543,53.0,count/min
Noah’s Apple Watch,147548,59.0,count/min
Noah’s Apple Watch,147554,54.0,count/min
Noah’s Apple Watch,147560,53.0,count/min
Noah’s Apple Watch,147562,49.0,count/min
Noah’s Apple Watch,147566,51.2697,count/min
Noah’s Apple Watch,147567,50.0,count/min
Noah’s Apple Watch,147572,49.0,count/min
Noah’s Apple Watch,147580,52.0,count/min
Noah’s Apple Watch,147582,52.0,count/min
Noah’s Apple Watch,147587,53.0,count/min
Noah’s Apple Watch,147592,52.0,count/min
Noah’s Apple Watch,147597,49.0,count/min
Noah’s Apple Watch,147603,51.0,count/min
Noah’s Apple Watch,147606,49.0,count/min
Noah’s Apple Watch,147612,50.0,count/min
Noah’s Apple Watch,147616,51.0,count/min
Noah’s Apple Watch,147621,50.0,count/min
Noah’s Apple Watch,147627,50.0,count/min
Noah’s Apple Watch,147631,50.0,count/min
Noah’s Apple Watch,147636,49.0,count/min
Noah’s Apple Watch,147644,48.0,count/min
Noah’s Apple Watch,147647,47.0,count/min
Noah’s Apple Watch,147652,48.0,count/min
Noah’s Apple Watch,147661,49.0,count/min
Noah’s Apple Watch,147662,49.0,count/min
Noah’s Apple Watch,147667,48.0,count/min
Noah’s Apple Watch,147674,49.0,count/min
Noah’s Apple Watch,147677,49.0,count/min
Noah’s Apple Watch,147682,48.0,count/min
Noah’s Apple Watch,147688,47.0,count/min
Noah’s Apple Watch,147692,49.0,count/min
Noah’s Apple Watch,147697,50.0,count/min
Noah’s Apple Watch,147701,50.0,count/min
Noah’s Apple Watch,147710,54.0,count/min
Noah’s Apple Watch,147712,56.0,count/min
Noah’s Apple Watch,147716,57.0,count/min
Noah’s Apple Watch,147723,57.0,count/min
Noah’s Apple Watch,147726,55.0,count/min
Noah’s Apple Watch,147732,55.0,count/min
Noah’s Apple Watch,147738,52.0,count/min
Noah’s Apple Watch,147744,49.0,count/min
Noah’s Apple Watch,147750,49.0,count/min
Noah’s Apple Watch,147752,51.0,count/min
Noah’s Apple Watch,147756,54.0,count/min
Noah’s Apple Watch,147762,73.0,count/min
Noah’s Apple Watch,147767,84.0,count/min
Noah’s Apple Watch,147770,87.0,count/min
Noah’s Apple Watch,147771,70.0,count/min
Noah’s Apple Watch,147772,69.0,count/min
Noah’s Apple Watch,147784,111.3,count/min
Noah’s Apple Watch,147785,108.75,count/min
Noah’s Apple Watch,147786,117.66666666666667,count/min
Noah’s Apple Watch,147787,123.66666666666667,count/min
Noah’s Apple Watch,147788,116.45454545454545,count/min
Noah’s Apple Watch,147789,110.84615384615384,count/min
Noah’s Apple Watch,147790,91.0909090909091,count/min
Noah’s Apple Watch,147791,73.0,count/min
Noah’s Apple Watch,147792,74.54545454545455,count/min
Noah’s Apple Watch,147793,76.75,count/min
Noah’s Apple Watch,147794,74.25,count/min
Noah’s Apple Watch,147796,75.0,count/min
Noah’s Apple Watch,147800,68.0,count/min
Noah’s Apple Watch,147806,67.0,count/min
Noah’s Apple Watch,147809,75.9203,count/min
Noah’s Apple Watch,147810,69.0,count/min
Noah’s Apple Watch,147815,72.0,count/min
Noah’s Apple Watch,147819,65.0,count/min
Noah’s Apple Watch,147826,68.0,count/min
Noah’s Apple Watch,147827,68.0,count/min
Noah’s Apple Watch,147835,67.0,count/min
Noah’s Apple Watch,147841,73.0,count/min
Noah’s Apple Watch,147845,75.0,count/min
Noah’s Apple Watch,147847,95.0,count/min
Noah’s Apple Watch,147854,98.0,count/min
Noah’s Apple Watch,147856,111.0,count/min
Noah’s Apple Watch,147857,114.41666666666667,count/min
Noah’s Apple Watch,147858,94.6,count/min
Noah’s Apple Watch,147859,117.66666666666667,count/min
Noah’s Apple Watch,147860,113.15384615384616,count/min
Noah’s Apple Watch,147861,103.66666666666667,count/min
Noah’s Apple Watch,147864,73.0,count/min
Noah’s Apple Watch,147866,69.0,count/min
Noah’s Apple Watch,147873,99.0,count/min
Noah’s Apple Watch,147874,122.5,count/min
Noah’s Apple Watch,147875,125.57142857142857,count/min
Noah’s Apple Watch,147876,119.33333333333333,count/min
Noah’s Apple Watch,147877,108.36363636363636,count/min
Noah’s Apple Watch,147878,81.66666666666667,count/min
Noah’s Apple Watch,147882,89.0,count/min
Noah’s Apple Watch,147884,70.0,count/min
Noah’s Apple Watch,147892,82.0,count/min
Noah’s Apple Watch,147900,115.0,count/min
Noah’s Apple Watch,147901,124.0,count/min
Noah’s Apple Watch,147902,108.07692307692308,count/min
Noah’s Apple Watch,147903,113.54545454545455,count/min
Noah’s Apple Watch,147904,122.33333333333333,count/min
Noah’s Apple Watch,147905,106.38461538461539,count/min
Noah’s Apple Watch,147906,87.58333333333333,count/min
Noah’s Apple Watch,147907,88.91666666666667,count/min
Noah’s Apple Watch,147908,100.33333333333333,count/min
Noah’s Apple Watch,147909,91.54545454545455,count/min
Noah’s Apple Watch,147910,84.92307692307692,count/min
Noah’s Apple Watch,147911,87.0,count/min
Noah’s Apple Watch,147912,92.27272727272727,count/min
Noah’s Apple Watch,147913,87.71428571428571,count/min
Noah’s Apple Watch,147920,76.0,count/min
Noah’s Apple Watch,147926,82.0,count/min
Noah’s Apple Watch,147930,80.0,count/min
Noah’s Apple Watch,147933,56.0,count/min
Noah’s Apple Watch,147937,86.0,count/min
Noah’s Apple Watch,147943,75.0,count/min
Noah’s Apple Watch,147948,115.0,count/min
Noah’s Apple Watch,147951,60.0,count/min
Noah’s Apple Watch,147954,147.0,count/min
Noah’s Apple Watch,147955,140.5,count/min
Noah’s Apple Watch,147956,133.88888888888889,count/min
Noah’s Apple Watch,147958,93.0,count/min
Noah’s Apple Watch,147963,86.0,count/min
Noah’s Apple Watch,147970,82.0,count/min
Noah’s Apple Watch,147973,77.0,count/min
Noah’s Apple Watch,147980,86.0,count/min
Noah’s Apple Watch,147983,82.0,count/min
Noah’s Apple Watch,147988,77.0,count/min
Noah’s Apple Watch,147996,76.0,count/min
Noah’s Apple Watch,147997,84.0,count/min
Noah’s Apple Watch,148006,80.0,count/min
Noah’s Apple Watch,148009,69.0,count/min
Noah’s Apple Watch,148013,82.0,count/min
Noah’s Apple Watch,148021,74.0,count/min
Noah’s Apple Watch,148026,99.0,count/min
Noah’s Apple Watch,148028,97.0,count/min
Noah’s Apple Watch,148038,102.0,count/min
Noah’s Apple Watch,148040,76.0,count/min
Noah’s Apple Watch,148044,60.0,count/min
Noah’s Apple Watch,148047,81.0,count/min
Noah’s Apple Watch,148053,68.0,count/min
Noah’s Apple Watch,148056,71.0,count/min
Noah’s Apple Watch,148062,75.0,count/min
Noah’s Apple Watch,148067,84.0,count/min
Noah’s Apple Watch,148069,77.11111111111111,count/min
Noah’s Apple Watch,148070,66.875,count/min
Noah’s Apple Watch,148073,63.5485,count/min
Noah’s Apple Watch,148074,64.0,count/min
Noah’s Apple Watch,148079,71.0,count/min
Noah’s Apple Watch,148083,67.0,count/min
Noah’s Apple Watch,148089,63.0,count/min
Noah’s Apple Watch,148095,63.0,count/min
Noah’s Apple Watch,148097,70.0,count/min
Noah’s Apple Watch,148102,64.0,count/min
Noah’s Apple Watch,148110,63.0,count/min
Noah’s Apple Watch,148116,82.0,count/min
Noah’s Apple Watch,148120,52.0,count/min
Noah’s Apple Watch,148125,73.0,count/min
Noah’s Apple Watch,148129,67.0,count/min
Noah’s Apple Watch,148136,62.0,count/min
Noah’s Apple Watch,148139,68.0,count/min
Noah’s Apple Watch,148145,72.0,count/min
Noah’s Apple Watch,148149,59.0,count/min
Noah’s Apple Watch,148152,72.0,count/min
Noah’s Apple Watch,148159,65.0,count/min
Noah’s Apple Watch,148165,54.0,count/min
Noah’s Apple Watch,148170,57.0,count/min
Noah’s Apple Watch,148174,58.0,count/min
Noah’s Apple Watch,148179,65.0,count/min
Noah’s Apple Watch,148184,67.0,count/min
Noah’s Apple Watch,148190,52.0,count/min
Noah’s Apple Watch,148195,59.0,count/min
Noah’s Apple Watch,148196,64.0,count/min
Noah’s Apple Watch,148203,75.0,count/min
Noah’s Apple Watch,148206,66.0,count/min
Noah’s Apple Watch,148228,108.6,count/min
Noah’s Apple Watch,148229,80.0,count/min
Noah’s Apple Watch,148245,79.0,count/min
Noah’s Apple Watch,148247,83.0,count/min
Noah’s Apple Watch,148255,63.0,count/min
Noah’s Apple Watch,148259,106.5,count/min
Noah’s Apple Watch,148260,103.375,count/min
Noah’s Apple Watch,148261,106.81818181818181,count/min
Noah’s Apple Watch,148262,102.3076923076923,count/min
Noah’s Apple Watch,148263,106.41666666666667,count/min
Noah’s Apple Watch,148264,100.45454545454545,count/min
Noah’s Apple Watch,148265,97.66666666666667,count/min
Noah’s Apple Watch,148266,99.7,count/min
Noah’s Apple Watch,148270,84.0,count/min
Noah’s Apple Watch,148271,78.0,count/min
Noah’s Apple Watch,148281,78.0,count/min
Noah’s Apple Watch,148283,75.0,count/min
Noah’s Apple Watch,148291,73.0,count/min
Noah’s Apple Watch,148293,76.0,count/min
Noah’s Apple Watch,148298,100.85714285714286,count/min
Noah’s Apple Watch,148310,74.0,count/min
Noah’s Apple Watch,148316,67.0,count/min
Noah’s Apple Watch,148318,73.3222,count/min
Noah’s Apple Watch,148320,73.0,count/min
Noah’s Apple Watch,148324,62.0,count/min
Noah’s Apple Watch,148327,70.0,count/min
Noah’s Apple Watch,148335,87.0,count/min
Noah’s Apple Watch,148337,70.0,count/min
Noah’s Apple Watch,148345,88.0,count/min
Noah’s Apple Watch,148351,80.0,count/min
Noah’s Apple Watch,148354,82.0,count/min
Noah’s Apple Watch,148361,86.0,count/min
Noah’s Apple Watch,148363,81.0,count/min
Noah’s Apple Watch,148370,65.0,count/min
Noah’s Apple Watch,148372,94.0,count/min
Noah’s Apple Watch,148390,82.0,count/min
Noah’s Apple Watch,148393,86.0,count/min
Noah’s Apple Watch,148636,67.0,count/min
Noah’s Apple Watch,148641,68.0,count/min
Noah’s Apple Watch,148646,63.0,count/min
Noah’s Apple Watch,148649,65.0,count/min
Noah’s Apple Watch,148653,61.0,count/min
Noah’s Apple Watch,148661,74.0,count/min
Noah’s Apple Watch,148666,67.0,count/min
Noah’s Apple Watch,148667,69.0,count/min
Noah’s Apple Watch,148673,73.0,count/min
Noah’s Apple Watch,148681,82.0,count/min
Noah’s Apple Watch,148697,85.0,count/min
Noah’s Apple Watch,148700,81.0,count/min
Noah’s Apple Watch,148705,67.0,count/min
Noah’s Apple Watch,148711,58.0,count/min
Noah’s Apple Watch,148713,69.0,count/min
Noah’s Apple Watch,148718,60.0,count/min
Noah’s Apple Watch,148722,62.0,count/min
Noah’s Apple Watch,148727,59.0,count/min
Noah’s Apple Watch,148730,69.2015,count/min
Noah’s Apple Watch,148735,61.0,count/min
Noah’s Apple Watch,148738,62.0,count/min
Noah’s Apple Watch,148743,57.0,count/min
Noah’s Apple Watch,148748,64.0,count/min
Noah’s Apple Watch,148754,56.0,count/min
Noah’s Apple Watch,148761,84.0,count/min
Noah’s Apple Watch,148764,73.0,count/min
Noah’s Apple Watch,148768,113.0,count/min
Noah’s Apple Watch,148770,72.0,count/min
Noah’s Apple Watch,148776,56.0,count/min
Noah’s Apple Watch,148777,56.18985,count/min
Noah’s Apple Watch,148781,60.0,count/min
Noah’s Apple Watch,148787,55.0,count/min
Noah’s Apple Watch,148793,52.0,count/min
Noah’s Apple Watch,148796,52.0,count/min
Noah’s Apple Watch,148801,52.0,count/min
Noah’s Apple Watch,148807,51.0,count/min
Noah’s Apple Watch,148813,50.0,count/min
Noah’s Apple Watch,148817,50.0,count/min
Noah’s Apple Watch,148822,50.0,count/min
Noah’s Apple Watch,148826,49.0,count/min
Noah’s Apple Watch,148835,51.0,count/min
Noah’s Apple Watch,148837,49.0,count/min
Noah’s Apple Watch,148842,51.0,count/min
Noah’s Apple Watch,148850,54.0,count/min
Noah’s Apple Watch,148856,51.0,count/min
Noah’s Apple Watch,148857,50.0,count/min
Noah’s Apple Watch,148864,49.0,count/min
Noah’s Apple Watch,148867,49.0,count/min
Noah’s Apple Watch,148872,49.0,count/min
Noah’s Apple Watch,148878,49.0,count/min
Noah’s Apple Watch,148882,49.0,count/min
Noah’s Apple Watch,148887,49.0,count/min
Noah’s Apple Watch,148891,49.0,count/min
Noah’s Apple Watch,148898,51.0,count/min
Noah’s Apple Watch,148903,49.0,count/min
Noah’s Apple Watch,148911,47.0,count/min
Noah’s Apple Watch,148914,47.0,count/min
Noah’s Apple Watch,148917,47.0,count/min
Noah’s Apple Watch,148922,49.0,count/min
Noah’s Apple Watch,148928,50.0,count/min
Noah’s Apple Watch,148933,48.0,count/min
Noah’s Apple Watch,148936,49.0,count/min
Noah’s Apple Watch,148941,49.0,count/min
Noah’s Apple Watch,148946,50.0,count/min
Noah’s Apple Watch,148952,50.0,count/min
Noah’s Apple Watch,148956,50.0,count/min
Noah’s Apple Watch,148962,50.0,count/min
Noah’s Apple Watch,148966,50.0,count/min
Noah’s Apple Watch,148973,48.0,count/min
Noah’s Apple Watch,148978,50.0,count/min
Noah’s Apple Watch,148981,49.0,count/min
Noah’s Apple Watch,148988,46.0,count/min
Noah’s Apple Watch,148995,46.0,count/min
Noah’s Apple Watch,148997,46.0,count/min
Noah’s Apple Watch,149005,45.0,count/min
Noah’s Apple Watch,149006,43.8776,count/min
Noah’s Apple Watch,149007,45.0,count/min
Noah’s Apple Watch,149012,47.0,count/min
Noah’s Apple Watch,149017,45.0,count/min
Noah’s Apple Watch,149023,45.0,count/min
Noah’s Apple Watch,149027,48.0,count/min
Noah’s Apple Watch,149031,46.0,count/min
Noah’s Apple Watch,149037,46.0,count/min
Noah’s Apple Watch,149043,47.0,count/min
Noah’s Apple Watch,149047,47.0,count/min
Noah’s Apple Watch,149052,47.0,count/min
Noah’s Apple Watch,149057,48.0,count/min
Noah’s Apple Watch,149062,49.0,count/min
Noah’s Apple Watch,149066,49.0,count/min
Noah’s Apple Watch,149071,50.0,count/min
Noah’s Apple Watch,149077,50.0,count/min
Noah’s Apple Watch,149082,50.0,count/min
Noah’s Apple Watch,149086,51.0,count/min
Noah’s Apple Watch,149092,53.0,count/min
Noah’s Apple Watch,149098,52.0,count/min
Noah’s Apple Watch,149103,48.0,count/min
Noah’s Apple Watch,149109,49.0,count/min
Noah’s Apple Watch,149115,55.0,count/min
Noah’s Apple Watch,149116,53.0,count/min
Noah’s Apple Watch,149121,51.0,count/min
Noah’s Apple Watch,149127,50.0,count/min
Noah’s Apple Watch,149132,49.0,count/min
Noah’s Apple Watch,149140,49.0,count/min
Noah’s Apple Watch,149143,48.0,count/min
Noah’s Apple Watch,149147,51.0,count/min
Noah’s Apple Watch,149153,53.0,count/min
Noah’s Apple Watch,149158,58.0,count/min
Noah’s Apple Watch,149165,77.0,count/min
Noah’s Apple Watch,149174,52.0,count/min
Noah’s Apple Watch,149185,78.0,count/min
Noah’s Apple Watch,149195,66.0,count/min
Noah’s Apple Watch,149198,82.0,count/min
Noah’s Apple Watch,149205,78.0,count/min
Noah’s Apple Watch,149221,115.0,count/min
Noah’s Apple Watch,149230,90.0,count/min
Noah’s Apple Watch,149232,78.0,count/min
Noah’s Apple Watch,149239,84.0,count/min
Noah’s Apple Watch,149245,92.0,count/min
Noah’s Apple Watch,149247,85.3286,count/min
Noah’s Apple Watch,149248,82.0,count/min
Noah’s Apple Watch,149256,110.0,count/min
Noah’s Apple Watch,149262,134.23076923076923,count/min
Noah’s Apple Watch,149263,147.08333333333334,count/min
Noah’s Apple Watch,149264,139.75,count/min
Noah’s Apple Watch,149265,129.27272727272728,count/min
Noah’s Apple Watch,149266,110.83333333333333,count/min
Noah’s Apple Watch,149267,102.53846153846153,count/min
Noah’s Apple Watch,149268,100.45454545454545,count/min
Noah’s Apple Watch,149269,98.0,count/min
Noah’s Apple Watch,149270,93.33333333333333,count/min
Noah’s Apple Watch,149271,91.6923076923077,count/min
Noah’s Apple Watch,149272,91.81818181818181,count/min
Noah’s Apple Watch,149273,98.25,count/min
Noah’s Apple Watch,149274,91.25,count/min
Noah’s Apple Watch,149275,93.0,count/min
Noah’s Apple Watch,149279,97.0,count/min
Noah’s Apple Watch,149283,91.0,count/min
Noah’s Apple Watch,149289,82.0,count/min
Noah’s Apple Watch,149295,74.0,count/min
Noah’s Apple Watch,149298,88.0,count/min
Noah’s Apple Watch,149303,90.0,count/min
Noah’s Apple Watch,149310,84.0,count/min
Noah’s Apple Watch,149316,88.0,count/min
Noah’s Apple Watch,149320,77.0,count/min
Noah’s Apple Watch,149321,79.0,count/min
Noah’s Apple Watch,149327,80.0,count/min
Noah’s Apple Watch,149335,79.0,count/min
Noah’s Apple Watch,149339,70.0,count/min
Noah’s Apple Watch,149343,72.0,count/min
Noah’s Apple Watch,149349,74.0,count/min
Noah’s Apple Watch,149352,76.0,count/min
Noah’s Apple Watch,149357,72.0,count/min
Noah’s Apple Watch,149364,76.0,count/min
Noah’s Apple Watch,149366,74.0,count/min
Noah’s Apple Watch,149370,101.0,count/min
Noah’s Apple Watch,149372,92.0,count/min
Noah’s Apple Watch,149375,76.0,count/min
Noah’s Apple Watch,149377,123.57142857142857,count/min
Noah’s Apple Watch,149378,107.91666666666667,count/min
Noah’s Apple Watch,149379,99.28571428571429,count/min
Noah’s Apple Watch,149383,79.0,count/min
Noah’s Apple Watch,149389,68.0,count/min
Noah’s Apple Watch,149394,74.0,count/min
Noah’s Apple Watch,149398,74.0,count/min
Noah’s Apple Watch,149403,72.0,count/min
Noah’s Apple Watch,149410,71.0,count/min
Noah’s Apple Watch,149416,75.0,count/min
Noah’s Apple Watch,149421,73.0,count/min
Noah’s Apple Watch,149425,74.0,count/min
Noah’s Apple Watch,149429,79.0,count/min
Noah’s Apple Watch,149432,74.0,count/min
Noah’s Apple Watch,149437,82.0,count/min
Noah’s Apple Watch,149446,73.0,count/min
Noah’s Apple Watch,149450,65.0,count/min
Noah’s Apple Watch,149453,87.0,count/min
Noah’s Apple Watch,149458,74.0,count/min
Noah’s Apple Watch,149465,107.0,count/min
Noah’s Apple Watch,149466,77.0,count/min
Noah’s Apple Watch,149468,85.0,count/min
Noah’s Apple Watch,149469,72.0,count/min
Noah’s Apple Watch,149472,69.0,count/min
Noah’s Apple Watch,149481,66.0,count/min
Noah’s Apple Watch,149484,69.0,count/min
Noah’s Apple Watch,149488,80.0,count/min
Noah’s Apple Watch,149495,72.0,count/min
Noah’s Apple Watch,149499,85.0,count/min
Noah’s Apple Watch,149507,64.0,count/min
Noah’s Apple Watch,149511,85.0,count/min
Noah’s Apple Watch,149525,89.0,count/min
Noah’s Apple Watch,149531,79.0,count/min
Noah’s Apple Watch,149547,88.0,count/min
Noah’s Apple Watch,149555,72.0,count/min
Noah’s Apple Watch,149562,98.0,count/min
Noah’s Apple Watch,149564,81.0,count/min
Noah’s Apple Watch,149568,74.0,count/min
Noah’s Apple Watch,149574,76.0,count/min
Noah’s Apple Watch,149578,80.0,count/min
Noah’s Apple Watch,149581,112.0,count/min
Noah’s Apple Watch,149584,122.25,count/min
Noah’s Apple Watch,149585,127.14285714285714,count/min
Noah’s Apple Watch,149586,119.0,count/min
Noah’s Apple Watch,149587,118.0,count/min
Noah’s Apple Watch,149591,99.0,count/min
Noah’s Apple Watch,149594,72.0,count/min
Noah’s Apple Watch,149598,106.0,count/min
Noah’s Apple Watch,149599,105.0,count/min
Noah’s Apple Watch,149608,60.0,count/min
Noah’s Apple Watch,149611,75.0,count/min
Noah’s Apple Watch,149619,64.0,count/min
Noah’s Apple Watch,149622,76.0,count/min
Noah’s Apple Watch,149629,95.0,count/min
Noah’s Apple Watch,149633,112.0,count/min
Noah’s Apple Watch,149642,78.0,count/min
Noah’s Apple Watch,149649,102.0,count/min
Noah’s Apple Watch,149650,50.0,count/min
Noah’s Apple Watch,149653,113.0,count/min
Noah’s Apple Watch,149654,108.33333333333333,count/min
Noah’s Apple Watch,149657,150.7,count/min
