Unnamed: 0,source,start,end,duration,value,sub_children
3610,Noah’s Iphone,2023-12-04 04:16:43 -0400,2023-12-04 04:17:11 -0400,-1 days +23:59:32,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3611,Noah’s Iphone,2023-12-04 04:20:38 -0400,2023-12-04 05:30:13 -0400,-1 days +22:50:25,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3612,Noah’s Iphone,2023-12-04 05:30:29 -0400,2023-12-04 05:32:28 -0400,-1 days +23:58:01,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3613,Noah’s Iphone,2023-12-04 05:33:15 -0400,2023-12-04 06:58:34 -0400,-1 days +22:34:41,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3614,Noah’s Iphone,2023-12-04 06:59:57 -0400,2023-12-04 07:00:01 -0400,-1 days +23:59:56,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3615,Noah’s Iphone,2023-12-04 07:00:54 -0400,2023-12-04 07:45:41 -0400,-1 days +23:15:13,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3616,Noah’s Iphone,2023-12-04 07:45:51 -0400,2023-12-04 07:47:28 -0400,-1 days +23:58:23,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3617,Noah’s Iphone,2023-12-04 07:47:35 -0400,2023-12-04 08:01:38 -0400,-1 days +23:45:57,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3618,Noah’s Iphone,2023-12-04 08:01:42 -0400,2023-12-04 08:10:33 -0400,-1 days +23:51:09,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3619,Noah’s Iphone,2023-12-04 08:11:54 -0400,2023-12-04 08:15:30 -0400,-1 days +23:56:24,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3620,Noah’s Iphone,2023-12-04 08:15:32 -0400,2023-12-04 08:15:38 -0400,-1 days +23:59:54,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3621,Noah’s Iphone,2023-12-04 08:16:02 -0400,2023-12-04 08:16:05 -0400,-1 days +23:59:57,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3622,Noah’s Iphone,2023-12-04 08:16:07 -0400,2023-12-04 08:40:39 -0400,-1 days +23:35:28,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3623,Noah’s Iphone,2023-12-04 08:40:40 -0400,2023-12-04 08:42:08 -0400,-1 days +23:58:32,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3624,Noah’s Iphone,2023-12-04 08:42:25 -0400,2023-12-04 08:50:07 -0400,-1 days +23:52:18,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3625,Noah’s Iphone,2023-12-04 08:52:22 -0400,2023-12-04 08:56:47 -0400,-1 days +23:55:35,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3626,Noah’s Iphone,2023-12-04 08:57:35 -0400,2023-12-04 09:00:01 -0400,-1 days +23:57:34,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3627,Noah’s Apple Watch,2023-12-04 22:50:43 -0400,2023-12-04 23:06:13 -0400,-1 days +23:44:30,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3628,Noah’s Apple Watch,2023-12-04 23:06:13 -0400,2023-12-04 23:20:13 -0400,-1 days +23:46:00,HKCategoryValueSleepAnalysisAsleepDeep,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3629,Noah’s Apple Watch,2023-12-04 23:20:13 -0400,2023-12-04 23:54:43 -0400,-1 days +23:25:30,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3630,Noah’s Apple Watch,2023-12-04 23:54:43 -0400,2023-12-05 00:13:13 -0400,-1 days +23:41:30,HKCategoryValueSleepAnalysisAsleepDeep,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3631,Noah’s Iphone,2023-12-04 23:42:50 -0400,2023-12-05 00:22:49 -0400,-1 days +23:20:01,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3632,Noah’s Iphone,2023-12-05 00:23:04 -0400,2023-12-05 00:48:57 -0400,-1 days +23:34:07,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3633,Noah’s Iphone,2023-12-05 00:48:58 -0400,2023-12-05 00:49:04 -0400,-1 days +23:59:54,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3634,Noah’s Apple Watch,2023-12-05 00:13:13 -0400,2023-12-05 00:49:13 -0400,-1 days +23:24:00,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3635,Noah’s Iphone,2023-12-05 00:50:12 -0400,2023-12-05 00:51:51 -0400,-1 days +23:58:21,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3636,Noah’s Apple Watch,2023-12-05 00:49:13 -0400,2023-12-05 00:59:43 -0400,-1 days +23:49:30,HKCategoryValueSleepAnalysisAsleepDeep,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3637,Noah’s Iphone,2023-12-05 00:53:21 -0400,2023-12-05 01:02:52 -0400,-1 days +23:50:29,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3638,Noah’s Iphone,2023-12-05 01:03:17 -0400,2023-12-05 01:03:19 -0400,-1 days +23:59:58,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3639,Noah’s Iphone,2023-12-05 01:03:20 -0400,2023-12-05 01:03:22 -0400,-1 days +23:59:58,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3640,Noah’s Apple Watch,2023-12-05 00:59:43 -0400,2023-12-05 01:05:13 -0400,-1 days +23:54:30,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3641,Noah’s Apple Watch,2023-12-05 01:05:13 -0400,2023-12-05 01:10:43 -0400,-1 days +23:54:30,HKCategoryValueSleepAnalysisAsleepDeep,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3642,Noah’s Apple Watch,2023-12-04 22:50:43 -0400,2023-12-05 01:10:43 -0400,-1 days +21:40:00,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3643,Noah’s Iphone,2023-12-05 01:03:48 -0400,2023-12-05 01:10:51 -0400,-1 days +23:52:57,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3644,Noah’s Iphone,2023-12-05 01:10:52 -0400,2023-12-05 01:11:25 -0400,-1 days +23:59:27,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3645,Noah’s Iphone,2023-12-05 01:11:30 -0400,2023-12-05 01:13:33 -0400,-1 days +23:57:57,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3646,Noah’s Iphone,2023-12-05 01:14:02 -0400,2023-12-05 01:20:16 -0400,-1 days +23:53:46,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3647,Noah’s Iphone,2023-12-05 01:24:01 -0400,2023-12-05 01:24:48 -0400,-1 days +23:59:13,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3648,Noah’s Iphone,2023-12-05 01:25:33 -0400,2023-12-05 01:28:11 -0400,-1 days +23:57:22,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3649,Noah’s Iphone,2023-12-05 01:28:25 -0400,2023-12-05 02:31:50 -0400,-1 days +22:56:35,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3650,Noah’s Iphone,2023-12-05 02:31:52 -0400,2023-12-05 02:31:53 -0400,-1 days +23:59:59,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3651,Noah’s Iphone,2023-12-05 02:37:26 -0400,2023-12-05 03:03:20 -0400,-1 days +23:34:06,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3652,Noah’s Apple Watch,2023-12-05 01:10:43 -0400,2023-12-05 03:07:43 -0400,-1 days +22:03:00,HKCategoryValueSleepAnalysisAwake,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3653,Noah’s Apple Watch,2023-12-05 03:07:43 -0400,2023-12-05 03:12:43 -0400,-1 days +23:55:00,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3654,Noah’s Apple Watch,2023-12-05 03:07:43 -0400,2023-12-05 03:12:43 -0400,-1 days +23:55:00,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3655,Noah’s Iphone,2023-12-05 03:04:12 -0400,2023-12-05 03:14:45 -0400,-1 days +23:49:27,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3656,Noah’s Iphone,2023-12-05 03:15:21 -0400,2023-12-05 03:15:56 -0400,-1 days +23:59:25,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3657,Noah’s Apple Watch,2023-12-05 03:12:43 -0400,2023-12-05 03:19:43 -0400,-1 days +23:53:00,HKCategoryValueSleepAnalysisAwake,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3658,Noah’s Apple Watch,2023-12-05 03:19:43 -0400,2023-12-05 03:45:43 -0400,-1 days +23:34:00,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3659,Noah’s Apple Watch,2023-12-05 03:45:43 -0400,2023-12-05 03:58:13 -0400,-1 days +23:47:30,HKCategoryValueSleepAnalysisAsleepREM,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3660,Noah’s Apple Watch,2023-12-05 03:58:13 -0400,2023-12-05 05:22:13 -0400,-1 days +22:36:00,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3661,Noah’s Apple Watch,2023-12-05 05:22:13 -0400,2023-12-05 05:51:43 -0400,-1 days +23:30:30,HKCategoryValueSleepAnalysisAsleepREM,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3662,Noah’s Apple Watch,2023-12-05 05:51:43 -0400,2023-12-05 06:49:13 -0400,-1 days +23:02:30,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3663,Noah’s Apple Watch,2023-12-05 06:49:13 -0400,2023-12-05 07:20:43 -0400,-1 days +23:28:30,HKCategoryValueSleepAnalysisAsleepREM,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3664,Noah’s Apple Watch,2023-12-05 03:19:43 -0400,2023-12-05 07:20:43 -0400,-1 days +19:59:00,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3665,Noah’s Iphone,2023-12-05 03:17:32 -0400,2023-12-05 07:28:46 -0400,-1 days +19:48:46,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3666,Noah’s Iphone,2023-12-05 07:28:48 -0400,2023-12-05 08:21:13 -0400,-1 days +23:07:35,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3667,Noah’s Iphone,2023-12-05 08:21:46 -0400,2023-12-05 08:21:51 -0400,-1 days +23:59:55,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3668,Noah’s Iphone,2023-12-05 08:21:53 -0400,2023-12-05 09:00:02 -0400,-1 days +23:21:51,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3669,Noah’s Iphone,2023-12-05 23:57:34 -0400,2023-12-06 00:00:19 -0400,-1 days +23:57:15,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3670,Noah’s Iphone,2023-12-06 00:00:22 -0400,2023-12-06 00:01:11 -0400,-1 days +23:59:11,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3671,Noah’s Iphone,2023-12-06 00:01:23 -0400,2023-12-06 00:17:55 -0400,-1 days +23:43:28,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3672,Noah’s Iphone,2023-12-06 00:20:10 -0400,2023-12-06 00:30:46 -0400,-1 days +23:49:24,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3673,Noah’s Iphone,2023-12-06 00:31:22 -0400,2023-12-06 00:34:49 -0400,-1 days +23:56:33,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3674,Noah’s Iphone,2023-12-06 00:40:39 -0400,2023-12-06 00:46:13 -0400,-1 days +23:54:26,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3675,Noah’s Iphone,2023-12-06 00:46:14 -0400,2023-12-06 00:51:10 -0400,-1 days +23:55:04,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3676,Noah’s Iphone,2023-12-06 00:51:11 -0400,2023-12-06 00:51:15 -0400,-1 days +23:59:56,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3677,Noah’s Iphone,2023-12-06 00:51:49 -0400,2023-12-06 00:57:11 -0400,-1 days +23:54:38,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3678,Noah’s Iphone,2023-12-06 00:58:08 -0400,2023-12-06 01:31:29 -0400,-1 days +23:26:39,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3679,Noah’s Iphone,2023-12-06 01:31:33 -0400,2023-12-06 01:31:35 -0400,-1 days +23:59:58,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3680,Noah’s Iphone,2023-12-06 01:32:50 -0400,2023-12-06 01:32:56 -0400,-1 days +23:59:54,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3681,Noah’s Iphone,2023-12-06 01:34:09 -0400,2023-12-06 01:34:10 -0400,-1 days +23:59:59,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3682,Noah’s Iphone,2023-12-06 01:35:01 -0400,2023-12-06 01:38:02 -0400,-1 days +23:56:59,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3683,Noah’s Iphone,2023-12-06 01:38:06 -0400,2023-12-06 01:38:07 -0400,-1 days +23:59:59,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3684,Noah’s Iphone,2023-12-06 01:39:23 -0400,2023-12-06 01:39:39 -0400,-1 days +23:59:44,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3685,Noah’s Iphone,2023-12-06 01:41:28 -0400,2023-12-06 01:41:56 -0400,-1 days +23:59:32,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3686,Noah’s Iphone,2023-12-06 01:49:08 -0400,2023-12-06 01:52:46 -0400,-1 days +23:56:22,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3687,Noah’s Iphone,2023-12-06 01:53:38 -0400,2023-12-06 01:53:40 -0400,-1 days +23:59:58,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3688,Noah’s Iphone,2023-12-06 01:54:49 -0400,2023-12-06 01:57:00 -0400,-1 days +23:57:49,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3689,Noah’s Iphone,2023-12-06 02:04:47 -0400,2023-12-06 02:09:42 -0400,-1 days +23:55:05,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3690,Noah’s Iphone,2023-12-06 02:16:36 -0400,2023-12-06 02:20:42 -0400,-1 days +23:55:54,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3691,Noah’s Iphone,2023-12-06 02:20:47 -0400,2023-12-06 09:00:00 -0400,-1 days +17:20:47,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3692,Noah’s Iphone,2023-12-06 23:58:53 -0400,2023-12-07 00:38:20 -0400,-1 days +23:20:33,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3693,Noah’s Iphone,2023-12-07 00:38:53 -0400,2023-12-07 00:39:10 -0400,-1 days +23:59:43,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3694,Noah’s Iphone,2023-12-07 00:39:44 -0400,2023-12-07 00:40:14 -0400,-1 days +23:59:30,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3695,Noah’s Iphone,2023-12-07 00:40:56 -0400,2023-12-07 00:42:41 -0400,-1 days +23:58:15,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3696,Noah’s Iphone,2023-12-07 00:44:04 -0400,2023-12-07 00:46:21 -0400,-1 days +23:57:43,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3697,Noah’s Iphone,2023-12-07 00:48:38 -0400,2023-12-07 00:49:08 -0400,-1 days +23:59:30,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3698,Noah’s Iphone,2023-12-07 00:53:47 -0400,2023-12-07 01:12:49 -0400,-1 days +23:40:58,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3699,Noah’s Iphone,2023-12-07 01:13:49 -0400,2023-12-07 01:36:25 -0400,-1 days +23:37:24,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3700,Noah’s Iphone,2023-12-07 01:37:21 -0400,2023-12-07 02:01:24 -0400,-1 days +23:35:57,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3701,Noah’s Iphone,2023-12-07 02:01:44 -0400,2023-12-07 02:03:11 -0400,-1 days +23:58:33,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3702,Noah’s Iphone,2023-12-07 02:03:26 -0400,2023-12-07 02:08:27 -0400,-1 days +23:54:59,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3703,Noah’s Iphone,2023-12-07 02:08:53 -0400,2023-12-07 03:37:03 -0400,-1 days +22:31:50,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3704,Noah’s Iphone,2023-12-07 03:38:10 -0400,2023-12-07 04:48:31 -0400,-1 days +22:49:39,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3705,Noah’s Iphone,2023-12-07 04:49:45 -0400,2023-12-07 06:00:52 -0400,-1 days +22:48:53,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3706,Noah’s Iphone,2023-12-07 06:01:38 -0400,2023-12-07 08:38:30 -0400,-1 days +21:23:08,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3707,Noah’s Iphone,2023-12-07 08:38:32 -0400,2023-12-07 08:38:33 -0400,-1 days +23:59:59,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3708,Noah’s Iphone,2023-12-07 08:39:41 -0400,2023-12-07 09:00:01 -0400,-1 days +23:39:40,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3709,Noah’s Iphone,2023-12-09 23:56:22 -0400,2023-12-10 00:00:45 -0400,-1 days +23:55:37,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3710,Noah’s Iphone,2023-12-10 00:01:56 -0400,2023-12-10 00:47:43 -0400,-1 days +23:14:13,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3711,Noah’s Iphone,2023-12-10 00:47:45 -0400,2023-12-10 00:47:48 -0400,-1 days +23:59:57,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3712,Noah’s Iphone,2023-12-10 00:48:38 -0400,2023-12-10 01:12:08 -0400,-1 days +23:36:30,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3713,Noah’s Iphone,2023-12-10 01:13:06 -0400,2023-12-10 01:34:36 -0400,-1 days +23:38:30,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3714,Noah’s Iphone,2023-12-10 01:35:25 -0400,2023-12-10 01:38:13 -0400,-1 days +23:57:12,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3715,Noah’s Iphone,2023-12-10 01:39:06 -0400,2023-12-10 02:03:28 -0400,-1 days +23:35:38,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3716,Noah’s Iphone,2023-12-10 02:03:44 -0400,2023-12-10 02:05:49 -0400,-1 days +23:57:55,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3717,Noah’s Iphone,2023-12-10 02:05:57 -0400,2023-12-10 02:10:17 -0400,-1 days +23:55:40,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3718,Noah’s Iphone,2023-12-10 02:10:24 -0400,2023-12-10 02:11:54 -0400,-1 days +23:58:30,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3719,Noah’s Iphone,2023-12-10 02:11:59 -0400,2023-12-10 02:13:28 -0400,-1 days +23:58:31,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3720,Noah’s Iphone,2023-12-10 02:14:02 -0400,2023-12-10 02:23:33 -0400,-1 days +23:50:29,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3721,Noah’s Iphone,2023-12-10 02:24:14 -0400,2023-12-10 02:39:28 -0400,-1 days +23:44:46,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3722,Noah’s Iphone,2023-12-10 02:39:32 -0400,2023-12-10 02:39:36 -0400,-1 days +23:59:56,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3723,Noah’s Iphone,2023-12-10 02:40:21 -0400,2023-12-10 02:46:37 -0400,-1 days +23:53:44,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3724,Noah’s Iphone,2023-12-10 02:46:39 -0400,2023-12-10 02:46:46 -0400,-1 days +23:59:53,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3725,Noah’s Iphone,2023-12-10 02:48:12 -0400,2023-12-10 02:51:16 -0400,-1 days +23:56:56,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3726,Noah’s Iphone,2023-12-10 02:51:18 -0400,2023-12-10 02:51:31 -0400,-1 days +23:59:47,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3727,Noah’s Iphone,2023-12-10 02:51:38 -0400,2023-12-10 02:53:09 -0400,-1 days +23:58:29,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3728,Noah’s Iphone,2023-12-10 02:54:50 -0400,2023-12-10 02:56:53 -0400,-1 days +23:57:57,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3729,Noah’s Iphone,2023-12-10 02:58:09 -0400,2023-12-10 02:58:20 -0400,-1 days +23:59:49,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3730,Noah’s Iphone,2023-12-10 02:59:09 -0400,2023-12-10 03:05:25 -0400,-1 days +23:53:44,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3731,Noah’s Iphone,2023-12-10 03:06:07 -0400,2023-12-10 03:13:29 -0400,-1 days +23:52:38,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3732,Noah’s Iphone,2023-12-10 03:13:39 -0400,2023-12-10 03:13:41 -0400,-1 days +23:59:58,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3733,Noah’s Iphone,2023-12-10 03:16:58 -0400,2023-12-10 03:20:03 -0400,-1 days +23:56:55,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3734,Noah’s Iphone,2023-12-10 03:20:16 -0400,2023-12-10 03:20:19 -0400,-1 days +23:59:57,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
3735,Noah’s Iphone,2023-12-10 03:20:47 -0400,2023-12-10 03:20:53 -0400,-1 days +23:59:54,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
