start,end,textvalue,value
2023-10-11 08:32:58 -0400,2023-10-11 08:50:58 -0400,AsleepREM,1
2023-10-11 08:50:58 -0400,2023-10-11 08:53:58 -0400,AsleepCore,1
2023-10-11 08:53:58 -0400,2023-10-11 08:56:28 -0400,AsleepREM,1
2023-10-11 08:56:28 -0400,2023-10-11 08:57:28 -0400,AsleepCore,1
2023-10-11 08:21:28 -0400,2023-10-11 08:57:28 -0400,InBed,0
2023-10-11 08:57:28 -0400,2023-10-11 09:03:28 -0400,Awake,0
2023-10-11 09:03:28 -0400,2023-10-11 09:18:58 -0400,AsleepCore,1
2023-10-11 09:03:28 -0400,2023-10-11 09:18:58 -0400,InBed,0
2023-10-11 22:42:59 -0400,2023-10-11 23:02:40 -0400,InBed,0
2023-10-11 23:03:09 -0400,2023-10-11 23:20:40 -0400,InBed,0
2023-10-11 23:20:41 -0400,2023-10-11 23:20:42 -0400,InBed,0
2023-10-11 23:22:57 -0400,2023-10-11 23:22:58 -0400,InBed,0
2023-10-11 23:27:58 -0400,2023-10-11 23:42:26 -0400,InBed,0
2023-10-11 23:43:58 -0400,2023-10-11 23:44:02 -0400,InBed,0
2023-10-11 23:44:05 -0400,2023-10-11 23:45:20 -0400,InBed,0
2023-10-11 23:45:55 -0400,2023-10-11 23:45:56 -0400,InBed,0
2023-10-11 23:45:57 -0400,2023-10-11 23:59:52 -0400,InBed,0
2023-10-12 00:00:28 -0400,2023-10-12 00:03:05 -0400,InBed,0
2023-10-12 00:03:07 -0400,2023-10-12 00:03:08 -0400,InBed,0
2023-10-12 00:03:24 -0400,2023-10-12 01:00:26 -0400,InBed,0
2023-10-12 01:01:30 -0400,2023-10-12 01:20:14 -0400,InBed,0
2023-10-12 01:20:41 -0400,2023-10-12 01:30:13 -0400,InBed,0
2023-10-12 01:32:41 -0400,2023-10-12 01:38:34 -0400,InBed,0
2023-10-12 01:38:46 -0400,2023-10-12 01:48:45 -0400,InBed,0
2023-10-12 01:48:46 -0400,2023-10-12 01:48:47 -0400,InBed,0
2023-10-12 01:48:56 -0400,2023-10-12 01:53:00 -0400,InBed,0
2023-10-12 01:53:40 -0400,2023-10-12 01:54:18 -0400,InBed,0
2023-10-12 01:55:52 -0400,2023-10-12 01:59:43 -0400,InBed,0
2023-10-12 01:59:48 -0400,2023-10-12 02:37:42 -0400,InBed,0
2023-10-12 02:37:46 -0400,2023-10-12 02:43:53 -0400,InBed,0
2023-10-12 02:44:54 -0400,2023-10-12 02:46:04 -0400,InBed,0
2023-10-12 02:46:54 -0400,2023-10-12 02:47:03 -0400,InBed,0
2023-10-12 02:47:07 -0400,2023-10-12 02:47:12 -0400,InBed,0
2023-10-12 02:47:50 -0400,2023-10-12 02:49:00 -0400,InBed,0
2023-10-12 02:49:22 -0400,2023-10-12 02:51:56 -0400,InBed,0
2023-10-12 02:52:57 -0400,2023-10-12 03:12:38 -0400,InBed,0
2023-10-12 03:12:54 -0400,2023-10-12 03:13:31 -0400,InBed,0
2023-10-12 03:13:35 -0400,2023-10-12 03:17:40 -0400,InBed,0
2023-10-12 03:18:24 -0400,2023-10-12 03:19:00 -0400,InBed,0
2023-10-12 03:23:25 -0400,2023-10-12 03:26:48 -0400,InBed,0
2023-10-12 03:36:58 -0400,2023-10-12 03:37:51 -0400,InBed,0
2023-10-12 03:39:38 -0400,2023-10-12 03:59:02 -0400,InBed,0
2023-10-12 04:03:30 -0400,2023-10-12 05:05:27 -0400,InBed,0
2023-10-12 05:05:28 -0400,2023-10-12 05:05:29 -0400,InBed,0
2023-10-12 05:06:38 -0400,2023-10-12 05:13:09 -0400,InBed,0
2023-10-12 05:13:10 -0400,2023-10-12 05:13:11 -0400,InBed,0
2023-10-12 05:14:32 -0400,2023-10-12 05:16:04 -0400,InBed,0
2023-10-12 05:16:13 -0400,2023-10-12 05:19:04 -0400,InBed,0
2023-10-12 05:19:05 -0400,2023-10-12 05:19:06 -0400,InBed,0
2023-10-12 05:37:41 -0400,2023-10-12 05:42:11 -0400,AsleepCore,1
2023-10-12 05:37:41 -0400,2023-10-12 05:42:11 -0400,InBed,0
2023-10-12 05:42:11 -0400,2023-10-12 05:44:41 -0400,Awake,0
2023-10-12 05:44:41 -0400,2023-10-12 06:20:41 -0400,AsleepCore,1
2023-10-12 06:20:41 -0400,2023-10-12 06:24:11 -0400,AsleepDeep,1
2023-10-12 06:24:11 -0400,2023-10-12 06:28:41 -0400,AsleepCore,1
2023-10-12 06:28:41 -0400,2023-10-12 06:31:41 -0400,AsleepDeep,1
2023-10-12 06:31:41 -0400,2023-10-12 06:34:11 -0400,AsleepCore,1
2023-10-12 05:44:41 -0400,2023-10-12 06:34:11 -0400,InBed,0
2023-10-12 06:34:11 -0400,2023-10-12 06:35:11 -0400,Awake,0
2023-10-12 06:35:11 -0400,2023-10-12 06:41:11 -0400,AsleepCore,1
2023-10-12 06:35:11 -0400,2023-10-12 06:41:11 -0400,InBed,0
2023-10-12 06:41:11 -0400,2023-10-12 06:41:41 -0400,Awake,0
2023-10-12 06:41:41 -0400,2023-10-12 06:55:11 -0400,AsleepCore,1
2023-10-12 06:55:11 -0400,2023-10-12 07:00:11 -0400,AsleepDeep,1
2023-10-12 07:00:11 -0400,2023-10-12 07:04:11 -0400,AsleepCore,1
2023-10-12 07:04:11 -0400,2023-10-12 07:10:41 -0400,AsleepDeep,1
2023-10-12 07:10:41 -0400,2023-10-12 07:15:41 -0400,AsleepCore,1
2023-10-12 07:15:41 -0400,2023-10-12 07:45:11 -0400,AsleepDeep,1
2023-10-12 07:45:11 -0400,2023-10-12 07:52:41 -0400,AsleepCore,1
2023-10-12 05:19:54 -0400,2023-10-12 08:00:00 -0400,InBed,0
2023-10-12 07:52:41 -0400,2023-10-12 08:00:41 -0400,AsleepREM,1
2023-10-12 06:41:41 -0400,2023-10-12 08:00:41 -0400,InBed,0
2023-10-12 08:00:41 -0400,2023-10-12 08:02:41 -0400,Awake,0
2023-10-12 08:02:41 -0400,2023-10-12 08:07:11 -0400,AsleepCore,1
2023-10-12 08:07:11 -0400,2023-10-12 08:14:41 -0400,AsleepREM,1
2023-10-12 08:14:41 -0400,2023-10-12 08:51:41 -0400,AsleepCore,1
2023-10-12 08:51:41 -0400,2023-10-12 08:57:41 -0400,AsleepDeep,1
2023-10-12 08:57:41 -0400,2023-10-12 09:08:11 -0400,AsleepCore,1
2023-10-12 09:08:11 -0400,2023-10-12 09:18:11 -0400,AsleepDeep,1
2023-10-12 08:02:41 -0400,2023-10-12 09:18:11 -0400,InBed,0
2023-10-12 09:18:11 -0400,2023-10-12 09:21:11 -0400,Awake,0
2023-10-12 09:21:11 -0400,2023-10-12 09:23:11 -0400,AsleepCore,1
2023-10-12 09:21:11 -0400,2023-10-12 09:23:11 -0400,InBed,0
2023-10-12 09:23:11 -0400,2023-10-12 09:25:41 -0400,Awake,0
2023-10-12 09:25:41 -0400,2023-10-12 09:28:11 -0400,AsleepCore,1
2023-10-12 09:25:41 -0400,2023-10-12 09:28:11 -0400,InBed,0
2023-10-12 09:28:11 -0400,2023-10-12 09:33:11 -0400,Awake,0
2023-10-12 09:33:11 -0400,2023-10-12 09:39:11 -0400,AsleepCore,1
2023-10-12 09:39:11 -0400,2023-10-12 09:39:41 -0400,AsleepREM,1
2023-10-12 09:33:11 -0400,2023-10-12 09:39:41 -0400,InBed,0
2023-10-12 23:58:04 -0400,2023-10-13 02:30:37 -0400,InBed,0
2023-10-13 02:31:28 -0400,2023-10-13 02:36:54 -0400,InBed,0
2023-10-13 02:59:31 -0400,2023-10-13 03:20:01 -0400,AsleepCore,1
2023-10-13 03:20:01 -0400,2023-10-13 03:23:01 -0400,AsleepDeep,1
2023-10-13 03:23:01 -0400,2023-10-13 03:29:31 -0400,AsleepCore,1
2023-10-13 03:29:31 -0400,2023-10-13 03:37:01 -0400,AsleepDeep,1
2023-10-13 03:37:01 -0400,2023-10-13 04:07:01 -0400,AsleepCore,1
2023-10-13 02:59:31 -0400,2023-10-13 04:07:01 -0400,InBed,0
2023-10-13 04:07:01 -0400,2023-10-13 04:11:01 -0400,Awake,0
2023-10-13 04:11:01 -0400,2023-10-13 04:28:31 -0400,AsleepCore,1
2023-10-13 04:28:31 -0400,2023-10-13 04:32:31 -0400,AsleepDeep,1
2023-10-13 04:32:31 -0400,2023-10-13 04:52:31 -0400,AsleepCore,1
2023-10-13 04:52:31 -0400,2023-10-13 05:16:01 -0400,AsleepREM,1
2023-10-13 05:16:01 -0400,2023-10-13 05:37:31 -0400,AsleepCore,1
2023-10-13 05:37:31 -0400,2023-10-13 05:55:31 -0400,AsleepDeep,1
2023-10-13 05:55:31 -0400,2023-10-13 05:59:01 -0400,AsleepCore,1
2023-10-13 05:59:01 -0400,2023-10-13 06:09:31 -0400,AsleepDeep,1
2023-10-13 06:09:31 -0400,2023-10-13 06:48:31 -0400,AsleepCore,1
2023-10-13 06:48:31 -0400,2023-10-13 07:22:31 -0400,AsleepREM,1
2023-10-13 07:22:31 -0400,2023-10-13 07:58:31 -0400,AsleepCore,1
2023-10-13 04:11:01 -0400,2023-10-13 07:58:31 -0400,InBed,0
2023-10-13 02:37:12 -0400,2023-10-13 08:01:07 -0400,InBed,0
2023-10-13 08:01:11 -0400,2023-10-13 08:15:38 -0400,InBed,0
2023-10-13 08:15:39 -0400,2023-10-13 08:15:49 -0400,InBed,0
2023-10-13 08:16:06 -0400,2023-10-13 08:30:02 -0400,InBed,0
2023-10-14 22:34:24 -0400,2023-10-14 23:28:13 -0400,InBed,0
2023-10-14 23:28:14 -0400,2023-10-14 23:28:20 -0400,InBed,0
2023-10-14 23:29:00 -0400,2023-10-15 00:12:41 -0400,InBed,0
2023-10-15 00:13:27 -0400,2023-10-15 00:13:45 -0400,InBed,0
2023-10-15 00:13:47 -0400,2023-10-15 01:12:09 -0400,InBed,0
2023-10-15 01:13:49 -0400,2023-10-15 01:20:20 -0400,InBed,0
2023-10-15 01:20:48 -0400,2023-10-15 01:26:11 -0400,InBed,0
2023-10-15 01:26:13 -0400,2023-10-15 01:26:14 -0400,InBed,0
2023-10-15 01:26:48 -0400,2023-10-15 01:30:06 -0400,InBed,0
2023-10-15 01:30:13 -0400,2023-10-15 02:15:53 -0400,InBed,0
2023-10-15 02:16:06 -0400,2023-10-15 02:17:10 -0400,InBed,0
2023-10-15 02:17:16 -0400,2023-10-15 02:17:26 -0400,InBed,0
2023-10-15 02:18:21 -0400,2023-10-15 02:18:35 -0400,InBed,0
2023-10-15 02:18:55 -0400,2023-10-15 02:19:49 -0400,InBed,0
2023-10-15 02:23:16 -0400,2023-10-15 02:27:09 -0400,InBed,0
2023-10-15 02:27:22 -0400,2023-10-15 02:29:01 -0400,InBed,0
2023-10-15 02:29:13 -0400,2023-10-15 02:29:24 -0400,InBed,0
2023-10-15 02:29:55 -0400,2023-10-15 02:29:56 -0400,InBed,0
2023-10-15 02:29:58 -0400,2023-10-15 02:59:49 -0400,InBed,0
2023-10-15 03:00:37 -0400,2023-10-15 03:00:45 -0400,InBed,0
2023-10-15 03:01:21 -0400,2023-10-15 03:44:50 -0400,InBed,0
2023-10-15 03:44:58 -0400,2023-10-15 03:56:51 -0400,InBed,0
2023-10-15 03:56:56 -0400,2023-10-15 08:00:02 -0400,InBed,0
2023-10-15 22:17:10 -0400,2023-10-15 23:24:44 -0400,InBed,0
2023-10-15 23:24:45 -0400,2023-10-15 23:24:46 -0400,InBed,0
2023-10-15 23:25:03 -0400,2023-10-15 23:48:29 -0400,InBed,0
2023-10-15 23:54:07 -0400,2023-10-16 00:11:58 -0400,InBed,0
2023-10-16 00:12:07 -0400,2023-10-16 00:13:42 -0400,InBed,0
2023-10-16 00:14:02 -0400,2023-10-16 00:17:21 -0400,InBed,0
2023-10-16 01:43:12 -0400,2023-10-16 02:03:42 -0400,AsleepCore,1
2023-10-16 02:03:42 -0400,2023-10-16 02:11:42 -0400,AsleepDeep,1
2023-10-16 02:11:42 -0400,2023-10-16 02:26:12 -0400,AsleepCore,1
2023-10-16 02:26:12 -0400,2023-10-16 02:27:12 -0400,AsleepREM,1
2023-10-16 01:43:12 -0400,2023-10-16 02:27:12 -0400,InBed,0
2023-10-16 02:27:12 -0400,2023-10-16 02:28:12 -0400,Awake,0
2023-10-16 02:28:12 -0400,2023-10-16 02:29:42 -0400,AsleepCore,1
2023-10-16 02:28:12 -0400,2023-10-16 02:29:42 -0400,InBed,0
2023-10-16 02:29:42 -0400,2023-10-16 02:30:12 -0400,Awake,0
2023-10-16 02:30:12 -0400,2023-10-16 02:58:42 -0400,AsleepCore,1
2023-10-16 02:58:42 -0400,2023-10-16 03:02:42 -0400,AsleepDeep,1
2023-10-16 03:02:42 -0400,2023-10-16 03:11:42 -0400,AsleepCore,1
2023-10-16 03:11:42 -0400,2023-10-16 03:15:12 -0400,AsleepDeep,1
2023-10-16 03:15:12 -0400,2023-10-16 03:23:12 -0400,AsleepCore,1
2023-10-16 03:23:12 -0400,2023-10-16 03:40:42 -0400,AsleepDeep,1
2023-10-16 03:40:42 -0400,2023-10-16 03:45:42 -0400,AsleepCore,1
2023-10-16 03:45:42 -0400,2023-10-16 04:12:12 -0400,AsleepREM,1
2023-10-16 04:12:12 -0400,2023-10-16 04:53:42 -0400,AsleepCore,1
2023-10-16 04:53:42 -0400,2023-10-16 04:57:42 -0400,AsleepDeep,1
2023-10-16 04:57:42 -0400,2023-10-16 05:22:42 -0400,AsleepCore,1
2023-10-16 05:22:42 -0400,2023-10-16 05:24:12 -0400,AsleepREM,1
2023-10-16 05:24:12 -0400,2023-10-16 05:25:12 -0400,AsleepCore,1
2023-10-16 05:25:12 -0400,2023-10-16 05:32:42 -0400,AsleepREM,1
2023-10-16 02:30:12 -0400,2023-10-16 05:32:42 -0400,InBed,0
2023-10-16 05:32:42 -0400,2023-10-16 05:34:12 -0400,Awake,0
2023-10-16 05:34:12 -0400,2023-10-16 06:54:12 -0400,AsleepCore,1
2023-10-16 06:54:12 -0400,2023-10-16 07:05:12 -0400,AsleepREM,1
2023-10-16 05:34:12 -0400,2023-10-16 07:05:12 -0400,InBed,0
2023-10-16 07:05:12 -0400,2023-10-16 07:05:42 -0400,Awake,0
2023-10-16 07:05:42 -0400,2023-10-16 07:06:42 -0400,AsleepCore,1
2023-10-16 07:06:42 -0400,2023-10-16 07:11:12 -0400,AsleepREM,1
2023-10-16 07:05:42 -0400,2023-10-16 07:11:12 -0400,InBed,0
2023-10-16 07:11:12 -0400,2023-10-16 07:11:42 -0400,Awake,0
2023-10-16 07:11:42 -0400,2023-10-16 07:16:12 -0400,AsleepCore,1
2023-10-16 07:16:12 -0400,2023-10-16 07:31:42 -0400,AsleepREM,1
2023-10-16 07:11:42 -0400,2023-10-16 07:31:42 -0400,InBed,0
2023-10-16 07:31:42 -0400,2023-10-16 07:32:42 -0400,Awake,0
2023-10-16 07:32:42 -0400,2023-10-16 07:34:42 -0400,AsleepCore,1
2023-10-16 07:32:42 -0400,2023-10-16 07:34:42 -0400,InBed,0
2023-10-16 07:34:42 -0400,2023-10-16 07:35:42 -0400,Awake,0
2023-10-16 07:35:42 -0400,2023-10-16 07:42:42 -0400,AsleepCore,1
2023-10-16 07:35:42 -0400,2023-10-16 07:42:42 -0400,InBed,0
2023-10-16 07:42:42 -0400,2023-10-16 07:45:12 -0400,Awake,0
2023-10-16 00:17:55 -0400,2023-10-16 07:45:48 -0400,InBed,0
2023-10-16 07:45:12 -0400,2023-10-16 07:57:42 -0400,AsleepCore,1
2023-10-16 07:45:12 -0400,2023-10-16 07:57:42 -0400,InBed,0
2023-10-16 07:45:50 -0400,2023-10-16 08:00:00 -0400,InBed,0
2023-10-16 07:57:42 -0400,2023-10-16 08:00:42 -0400,Awake,0
2023-10-16 08:00:42 -0400,2023-10-16 08:02:12 -0400,AsleepCore,1
2023-10-16 08:00:42 -0400,2023-10-16 08:02:12 -0400,InBed,0
2023-10-16 08:02:12 -0400,2023-10-16 08:09:42 -0400,Awake,0
2023-10-16 08:09:42 -0400,2023-10-16 08:12:42 -0400,AsleepCore,1
2023-10-16 08:09:42 -0400,2023-10-16 08:12:42 -0400,InBed,0
2023-10-16 08:12:42 -0400,2023-10-16 08:14:42 -0400,Awake,0
2023-10-16 08:14:42 -0400,2023-10-16 08:48:12 -0400,AsleepCore,1
2023-10-16 08:48:12 -0400,2023-10-16 08:56:42 -0400,AsleepREM,1
2023-10-16 08:14:42 -0400,2023-10-16 08:56:42 -0400,InBed,0
2023-10-16 08:56:42 -0400,2023-10-16 08:57:42 -0400,Awake,0
2023-10-16 08:57:42 -0400,2023-10-16 09:06:42 -0400,AsleepREM,1
2023-10-16 08:57:42 -0400,2023-10-16 09:06:42 -0400,InBed,0
2023-10-16 09:06:42 -0400,2023-10-16 09:07:42 -0400,Awake,0
2023-10-16 09:07:42 -0400,2023-10-16 09:20:42 -0400,AsleepCore,1
2023-10-16 09:20:42 -0400,2023-10-16 09:21:12 -0400,AsleepREM,1
2023-10-16 09:21:12 -0400,2023-10-16 09:21:42 -0400,AsleepCore,1
2023-10-16 09:07:42 -0400,2023-10-16 09:21:42 -0400,InBed,0
2023-10-16 09:21:42 -0400,2023-10-16 09:23:12 -0400,Awake,0
2023-10-16 09:23:12 -0400,2023-10-16 09:26:42 -0400,AsleepCore,1
2023-10-16 09:23:12 -0400,2023-10-16 09:26:42 -0400,InBed,0
2023-10-16 22:11:48 -0400,2023-10-16 22:12:35 -0400,InBed,0
2023-10-16 23:03:06 -0400,2023-10-16 23:03:36 -0400,InBed,0
2023-10-16 23:04:14 -0400,2023-10-16 23:22:39 -0400,InBed,0
2023-10-16 23:24:19 -0400,2023-10-16 23:27:14 -0400,InBed,0
2023-10-16 23:27:36 -0400,2023-10-16 23:34:37 -0400,InBed,0
2023-10-16 23:34:38 -0400,2023-10-16 23:34:49 -0400,InBed,0
2023-10-16 23:35:35 -0400,2023-10-16 23:37:11 -0400,InBed,0
2023-10-16 23:37:26 -0400,2023-10-16 23:37:28 -0400,InBed,0
2023-10-16 23:37:35 -0400,2023-10-16 23:46:03 -0400,InBed,0
2023-10-16 23:46:31 -0400,2023-10-17 00:32:32 -0400,InBed,0
2023-10-17 00:32:33 -0400,2023-10-17 00:38:11 -0400,InBed,0
2023-10-17 00:38:16 -0400,2023-10-17 00:52:58 -0400,InBed,0
2023-10-17 00:53:02 -0400,2023-10-17 01:52:22 -0400,InBed,0
2023-10-17 01:55:06 -0400,2023-10-17 01:55:10 -0400,InBed,0
2023-10-17 01:55:13 -0400,2023-10-17 02:36:27 -0400,InBed,0
2023-10-17 02:37:17 -0400,2023-10-17 02:37:18 -0400,InBed,0
2023-10-17 02:37:58 -0400,2023-10-17 02:41:22 -0400,InBed,0
2023-10-17 02:41:25 -0400,2023-10-17 08:00:00 -0400,InBed,0
2023-10-17 22:09:54 -0400,2023-10-17 23:01:55 -0400,InBed,0
2023-10-17 23:02:00 -0400,2023-10-17 23:04:13 -0400,InBed,0
2023-10-17 23:04:22 -0400,2023-10-17 23:32:54 -0400,InBed,0
2023-10-17 23:32:55 -0400,2023-10-17 23:32:59 -0400,InBed,0
2023-10-17 23:36:20 -0400,2023-10-17 23:43:47 -0400,InBed,0
2023-10-17 23:44:32 -0400,2023-10-18 00:14:10 -0400,InBed,0
2023-10-17 23:12:34 -0400,2023-10-18 00:38:04 -0400,AsleepUnspecified,1
2023-10-17 23:12:34 -0400,2023-10-18 00:38:04 -0400,InBed,0
2023-10-18 01:01:42 -0400,2023-10-18 01:47:02 -0400,InBed,0
2023-10-18 01:47:06 -0400,2023-10-18 01:47:09 -0400,InBed,0
2023-10-18 02:00:42 -0400,2023-10-18 02:10:30 -0400,InBed,0
2023-10-18 02:10:31 -0400,2023-10-18 02:14:26 -0400,InBed,0
2023-10-18 02:14:59 -0400,2023-10-18 02:24:13 -0400,InBed,0
2023-10-18 02:24:14 -0400,2023-10-18 02:24:16 -0400,InBed,0
2023-10-18 02:25:50 -0400,2023-10-18 03:11:33 -0400,InBed,0
2023-10-18 03:22:35 -0400,2023-10-18 03:26:05 -0400,InBed,0
2023-10-18 04:12:03 -0400,2023-10-18 07:41:19 -0400,InBed,0
2023-10-18 07:41:23 -0400,2023-10-18 07:41:41 -0400,InBed,0
2023-10-18 07:42:17 -0400,2023-10-18 08:00:00 -0400,InBed,0
2023-10-19 02:07:40 -0400,2023-10-19 02:23:10 -0400,AsleepCore,1
2023-10-19 02:23:10 -0400,2023-10-19 02:40:10 -0400,AsleepDeep,1
2023-10-19 02:40:10 -0400,2023-10-19 02:40:40 -0400,AsleepCore,1
2023-10-19 02:07:40 -0400,2023-10-19 02:40:40 -0400,InBed,0
2023-10-19 02:40:40 -0400,2023-10-19 02:41:40 -0400,Awake,0
2023-10-19 02:41:40 -0400,2023-10-19 02:42:40 -0400,AsleepCore,1
2023-10-19 02:41:40 -0400,2023-10-19 02:42:40 -0400,InBed,0
2023-10-19 02:42:40 -0400,2023-10-19 02:43:40 -0400,Awake,0
2023-10-19 02:43:40 -0400,2023-10-19 02:56:40 -0400,AsleepCore,1
2023-10-19 02:56:40 -0400,2023-10-19 03:03:10 -0400,AsleepDeep,1
2023-10-19 03:03:10 -0400,2023-10-19 03:05:10 -0400,AsleepCore,1
2023-10-19 03:05:10 -0400,2023-10-19 03:13:40 -0400,AsleepDeep,1
2023-10-19 03:13:40 -0400,2023-10-19 03:19:40 -0400,AsleepCore,1
2023-10-19 03:19:40 -0400,2023-10-19 03:45:40 -0400,AsleepREM,1
2023-10-19 03:45:40 -0400,2023-10-19 04:10:40 -0400,AsleepCore,1
2023-10-19 04:10:40 -0400,2023-10-19 04:40:10 -0400,AsleepDeep,1
2023-10-19 04:40:10 -0400,2023-10-19 04:55:10 -0400,AsleepCore,1
2023-10-19 04:55:10 -0400,2023-10-19 05:05:10 -0400,AsleepREM,1
2023-10-19 05:05:10 -0400,2023-10-19 05:23:40 -0400,AsleepCore,1
2023-10-19 05:23:40 -0400,2023-10-19 05:34:10 -0400,AsleepDeep,1
2023-10-19 05:34:10 -0400,2023-10-19 05:34:40 -0400,AsleepCore,1
2023-10-19 02:43:40 -0400,2023-10-19 05:34:40 -0400,InBed,0
2023-10-19 05:34:40 -0400,2023-10-19 05:35:10 -0400,Awake,0
2023-10-19 05:35:10 -0400,2023-10-19 06:06:40 -0400,AsleepCore,1
2023-10-19 05:35:10 -0400,2023-10-19 06:06:40 -0400,InBed,0
2023-10-19 06:06:40 -0400,2023-10-19 06:10:40 -0400,Awake,0
2023-10-19 06:10:40 -0400,2023-10-19 06:17:10 -0400,AsleepCore,1
2023-10-19 06:17:10 -0400,2023-10-19 06:32:40 -0400,AsleepREM,1
2023-10-19 06:32:40 -0400,2023-10-19 06:56:10 -0400,AsleepCore,1
2023-10-19 06:56:10 -0400,2023-10-19 07:13:10 -0400,AsleepDeep,1
2023-10-19 07:13:10 -0400,2023-10-19 07:27:40 -0400,AsleepCore,1
2023-10-19 06:10:40 -0400,2023-10-19 07:27:40 -0400,InBed,0
2023-10-19 07:27:40 -0400,2023-10-19 07:28:10 -0400,Awake,0
2023-10-19 07:28:10 -0400,2023-10-19 08:18:10 -0400,AsleepCore,1
2023-10-19 08:18:10 -0400,2023-10-19 08:34:40 -0400,AsleepREM,1
2023-10-19 07:28:10 -0400,2023-10-19 08:34:40 -0400,InBed,0
2023-10-19 08:34:40 -0400,2023-10-19 08:36:10 -0400,Awake,0
2023-10-19 08:36:10 -0400,2023-10-19 08:38:10 -0400,AsleepCore,1
2023-10-19 08:38:10 -0400,2023-10-19 08:41:10 -0400,AsleepREM,1
2023-10-19 08:36:10 -0400,2023-10-19 08:41:10 -0400,InBed,0
2023-10-21 22:51:25 -0400,2023-10-21 23:06:08 -0400,InBed,0
2023-10-21 23:06:49 -0400,2023-10-21 23:41:05 -0400,InBed,0
2023-10-21 23:44:41 -0400,2023-10-21 23:50:49 -0400,InBed,0
2023-10-21 23:51:57 -0400,2023-10-22 00:33:21 -0400,InBed,0
2023-10-22 00:50:22 -0400,2023-10-22 00:50:51 -0400,InBed,0
2023-10-22 00:54:31 -0400,2023-10-22 01:05:37 -0400,InBed,0
2023-10-22 00:53:22 -0400,2023-10-22 01:11:22 -0400,AsleepCore,1
2023-10-22 01:11:22 -0400,2023-10-22 01:13:22 -0400,AsleepDeep,1
2023-10-22 01:13:22 -0400,2023-10-22 01:13:52 -0400,AsleepCore,1
2023-10-22 00:53:22 -0400,2023-10-22 01:13:52 -0400,InBed,0
2023-10-22 01:13:52 -0400,2023-10-22 01:15:52 -0400,Awake,0
2023-10-22 01:14:03 -0400,2023-10-22 01:30:54 -0400,InBed,0
2023-10-22 01:15:52 -0400,2023-10-22 01:32:52 -0400,AsleepCore,1
2023-10-22 01:32:52 -0400,2023-10-22 01:37:52 -0400,AsleepDeep,1
2023-10-22 01:15:52 -0400,2023-10-22 01:37:52 -0400,InBed,0
2023-10-22 01:37:52 -0400,2023-10-22 01:58:22 -0400,Awake,0
2023-10-22 01:58:22 -0400,2023-10-22 02:01:22 -0400,AsleepCore,1
2023-10-22 01:58:22 -0400,2023-10-22 02:01:22 -0400,InBed,0
2023-10-22 02:01:22 -0400,2023-10-22 02:02:22 -0400,Awake,0
2023-10-22 02:02:22 -0400,2023-10-22 02:03:52 -0400,AsleepCore,1
2023-10-22 02:02:22 -0400,2023-10-22 02:03:52 -0400,InBed,0
2023-10-22 02:03:52 -0400,2023-10-22 02:06:22 -0400,Awake,0
2023-10-22 02:06:22 -0400,2023-10-22 02:07:22 -0400,AsleepCore,1
2023-10-22 02:06:22 -0400,2023-10-22 02:07:22 -0400,InBed,0
2023-10-22 02:07:50 -0400,2023-10-22 02:07:53 -0400,InBed,0
2023-10-22 02:07:22 -0400,2023-10-22 02:09:22 -0400,Awake,0
2023-10-22 02:09:22 -0400,2023-10-22 02:10:52 -0400,AsleepCore,1
2023-10-22 02:09:22 -0400,2023-10-22 02:10:52 -0400,InBed,0
2023-10-22 02:10:52 -0400,2023-10-22 02:12:52 -0400,Awake,0
2023-10-22 02:12:52 -0400,2023-10-22 02:17:22 -0400,AsleepCore,1
2023-10-22 02:12:52 -0400,2023-10-22 02:17:22 -0400,InBed,0
2023-10-22 02:17:22 -0400,2023-10-22 02:17:52 -0400,Awake,0
2023-10-22 02:17:52 -0400,2023-10-22 02:26:22 -0400,AsleepCore,1
2023-10-22 02:17:52 -0400,2023-10-22 02:26:22 -0400,InBed,0
2023-10-22 02:26:22 -0400,2023-10-22 02:28:22 -0400,Awake,0
2023-10-22 02:28:22 -0400,2023-10-22 02:42:52 -0400,AsleepCore,1
2023-10-22 02:42:52 -0400,2023-10-22 03:09:22 -0400,AsleepDeep,1
2023-10-22 02:28:22 -0400,2023-10-22 03:09:22 -0400,InBed,0
2023-10-22 03:09:22 -0400,2023-10-22 03:10:22 -0400,Awake,0
2023-10-22 03:10:22 -0400,2023-10-22 03:24:22 -0400,AsleepCore,1
2023-10-22 03:10:22 -0400,2023-10-22 03:24:22 -0400,InBed,0
2023-10-22 03:24:22 -0400,2023-10-22 03:24:52 -0400,Awake,0
2023-10-22 03:24:52 -0400,2023-10-22 03:44:22 -0400,AsleepCore,1
2023-10-22 03:44:22 -0400,2023-10-22 04:14:52 -0400,AsleepDeep,1
2023-10-22 04:14:52 -0400,2023-10-22 04:15:22 -0400,AsleepCore,1
2023-10-22 03:24:52 -0400,2023-10-22 04:15:22 -0400,InBed,0
2023-10-22 04:15:22 -0400,2023-10-22 04:15:52 -0400,Awake,0
2023-10-22 04:15:52 -0400,2023-10-22 04:21:52 -0400,AsleepCore,1
2023-10-22 04:21:52 -0400,2023-10-22 04:45:22 -0400,AsleepREM,1
2023-10-22 04:45:22 -0400,2023-10-22 05:16:22 -0400,AsleepCore,1
