start,end,textvalue,value
2024-03-31 00:06:13 -0400,2024-03-31 00:07:48 -0400,InBed,0
2024-03-31 00:07:49 -0400,2024-03-31 00:07:50 -0400,InBed,0
2024-03-31 00:08:36 -0400,2024-03-31 00:08:40 -0400,InBed,0
2024-03-31 00:10:09 -0400,2024-03-31 00:10:58 -0400,InBed,0
2024-03-31 00:11:29 -0400,2024-03-31 00:12:20 -0400,InBed,0
2024-03-31 00:12:21 -0400,2024-03-31 00:12:23 -0400,InBed,0
2024-03-31 00:12:38 -0400,2024-03-31 00:12:43 -0400,InBed,0
2024-03-31 00:13:57 -0400,2024-03-31 00:18:36 -0400,InBed,0
2024-03-31 00:19:10 -0400,2024-03-31 00:19:55 -0400,InBed,0
2024-03-31 00:20:11 -0400,2024-03-31 00:20:25 -0400,InBed,0
2024-03-31 00:23:10 -0400,2024-03-31 00:26:26 -0400,InBed,0
2024-03-31 00:27:29 -0400,2024-03-31 00:29:55 -0400,InBed,0
2024-03-31 00:29:58 -0400,2024-03-31 00:46:57 -0400,InBed,0
2024-03-31 00:46:58 -0400,2024-03-31 00:47:04 -0400,InBed,0
2024-03-31 00:56:14 -0400,2024-03-31 00:57:10 -0400,InBed,0
2024-03-31 01:12:28 -0400,2024-03-31 08:00:02 -0400,InBed,0
2024-03-31 22:39:25 -0400,2024-03-31 23:02:02 -0400,InBed,0
2024-03-31 23:02:03 -0400,2024-03-31 23:02:11 -0400,InBed,0
2024-03-31 23:02:43 -0400,2024-03-31 23:03:31 -0400,InBed,0
2024-03-31 23:03:31 -0400,2024-03-31 23:03:32 -0400,InBed,0
2024-03-31 23:04:01 -0400,2024-03-31 23:06:35 -0400,InBed,0
2024-03-31 23:06:37 -0400,2024-03-31 23:06:38 -0400,InBed,0
2024-03-31 23:08:37 -0400,2024-03-31 23:22:43 -0400,InBed,0
2024-03-31 23:22:45 -0400,2024-03-31 23:22:46 -0400,InBed,0
2024-03-31 23:23:25 -0400,2024-03-31 23:30:59 -0400,InBed,0
2024-03-31 23:31:01 -0400,2024-03-31 23:31:09 -0400,InBed,0
2024-03-31 23:31:09 -0400,2024-03-31 23:31:22 -0400,InBed,0
2024-03-31 23:31:49 -0400,2024-03-31 23:31:52 -0400,InBed,0
2024-03-31 23:33:27 -0400,2024-03-31 23:59:03 -0400,InBed,0
2024-03-31 23:59:04 -0400,2024-03-31 23:59:05 -0400,InBed,0
2024-03-31 23:59:37 -0400,2024-04-01 00:22:44 -0400,InBed,0
2024-04-01 00:22:46 -0400,2024-04-01 00:22:53 -0400,InBed,0
2024-04-01 00:23:00 -0400,2024-04-01 00:39:33 -0400,InBed,0
2024-04-01 00:40:19 -0400,2024-04-01 00:41:18 -0400,InBed,0
2024-04-01 00:41:19 -0400,2024-04-01 00:41:21 -0400,InBed,0
2024-04-01 00:41:27 -0400,2024-04-01 00:46:35 -0400,InBed,0
2024-04-01 00:57:51 -0400,2024-04-01 00:58:17 -0400,InBed,0
2024-04-01 01:03:25 -0400,2024-04-01 01:12:04 -0400,InBed,0
2024-04-01 01:12:07 -0400,2024-04-01 01:12:15 -0400,InBed,0
2024-04-01 01:22:14 -0400,2024-04-01 01:27:53 -0400,InBed,0
2024-04-01 01:31:13 -0400,2024-04-01 01:31:29 -0400,InBed,0
2024-04-01 02:00:44 -0400,2024-04-01 02:00:49 -0400,InBed,0
2024-04-01 02:01:16 -0400,2024-04-01 02:04:32 -0400,InBed,0
2024-04-01 02:04:33 -0400,2024-04-01 02:04:38 -0400,InBed,0
2024-04-01 02:05:19 -0400,2024-04-01 02:05:22 -0400,InBed,0
2024-04-01 02:07:40 -0400,2024-04-01 02:20:04 -0400,InBed,0
2024-04-01 02:21:09 -0400,2024-04-01 02:22:28 -0400,InBed,0
2024-04-01 02:22:29 -0400,2024-04-01 02:24:42 -0400,InBed,0
2024-04-01 02:24:43 -0400,2024-04-01 02:24:44 -0400,InBed,0
2024-04-01 02:28:59 -0400,2024-04-01 02:29:03 -0400,InBed,0
2024-04-01 02:29:35 -0400,2024-04-01 02:38:00 -0400,InBed,0
2024-04-01 02:38:01 -0400,2024-04-01 02:38:02 -0400,InBed,0
2024-04-01 02:38:03 -0400,2024-04-01 02:40:55 -0400,InBed,0
2024-04-01 02:41:10 -0400,2024-04-01 02:41:29 -0400,InBed,0
2024-04-01 02:41:44 -0400,2024-04-01 03:10:48 -0400,InBed,0
2024-04-01 03:12:51 -0400,2024-04-01 03:14:41 -0400,InBed,0
2024-04-01 03:14:52 -0400,2024-04-01 03:15:48 -0400,InBed,0
2024-04-01 03:15:52 -0400,2024-04-01 03:18:37 -0400,InBed,0
2024-04-01 03:18:39 -0400,2024-04-01 03:35:19 -0400,InBed,0
2024-04-01 03:51:50 -0400,2024-04-01 03:56:50 -0400,AsleepCore,1
2024-04-01 03:51:50 -0400,2024-04-01 03:56:50 -0400,InBed,0
2024-04-01 03:56:50 -0400,2024-04-01 04:00:20 -0400,Awake,0
2024-04-01 04:00:20 -0400,2024-04-01 04:16:50 -0400,AsleepCore,1
2024-04-01 04:16:50 -0400,2024-04-01 04:18:50 -0400,AsleepDeep,1
2024-04-01 04:18:50 -0400,2024-04-01 04:27:20 -0400,AsleepCore,1
2024-04-01 04:27:20 -0400,2024-04-01 05:05:50 -0400,AsleepDeep,1
2024-04-01 05:05:50 -0400,2024-04-01 05:10:20 -0400,AsleepCore,1
2024-04-01 05:10:20 -0400,2024-04-01 05:27:20 -0400,AsleepREM,1
2024-04-01 05:27:20 -0400,2024-04-01 05:31:50 -0400,AsleepCore,1
2024-04-01 05:31:50 -0400,2024-04-01 05:33:20 -0400,AsleepREM,1
2024-04-01 05:33:20 -0400,2024-04-01 06:04:20 -0400,AsleepCore,1
2024-04-01 06:04:20 -0400,2024-04-01 06:10:20 -0400,AsleepDeep,1
2024-04-01 06:10:20 -0400,2024-04-01 06:32:50 -0400,AsleepCore,1
2024-04-01 06:32:50 -0400,2024-04-01 06:42:20 -0400,AsleepREM,1
2024-04-01 04:00:20 -0400,2024-04-01 06:42:20 -0400,InBed,0
2024-04-01 06:42:20 -0400,2024-04-01 06:43:20 -0400,Awake,0
2024-04-01 06:43:20 -0400,2024-04-01 06:43:50 -0400,AsleepCore,1
2024-04-01 06:43:50 -0400,2024-04-01 06:46:20 -0400,AsleepREM,1
2024-04-01 06:43:20 -0400,2024-04-01 06:46:20 -0400,InBed,0
2024-04-01 06:46:20 -0400,2024-04-01 06:46:50 -0400,Awake,0
2024-04-01 06:46:50 -0400,2024-04-01 07:59:20 -0400,AsleepCore,1
2024-04-01 03:35:46 -0400,2024-04-01 08:00:00 -0400,InBed,0
2024-04-01 07:59:20 -0400,2024-04-01 08:17:20 -0400,AsleepREM,1
2024-04-01 06:46:50 -0400,2024-04-01 08:17:20 -0400,InBed,0
2024-04-01 08:17:20 -0400,2024-04-01 08:17:50 -0400,Awake,0
2024-04-01 08:17:50 -0400,2024-04-01 08:26:50 -0400,AsleepREM,1
2024-04-01 08:26:50 -0400,2024-04-01 08:31:50 -0400,AsleepCore,1
2024-04-01 08:17:50 -0400,2024-04-01 08:31:50 -0400,InBed,0
2024-04-01 08:31:50 -0400,2024-04-01 08:33:50 -0400,Awake,0
2024-04-01 08:33:50 -0400,2024-04-01 09:06:20 -0400,AsleepCore,1
2024-04-01 09:06:20 -0400,2024-04-01 09:09:50 -0400,AsleepREM,1
2024-04-01 08:33:50 -0400,2024-04-01 09:09:50 -0400,InBed,0
2024-04-01 22:37:18 -0400,2024-04-01 23:11:13 -0400,InBed,0
2024-04-01 23:13:37 -0400,2024-04-01 23:13:46 -0400,InBed,0
2024-04-01 23:15:43 -0400,2024-04-01 23:16:43 -0400,InBed,0
2024-04-01 23:29:28 -0400,2024-04-01 23:50:42 -0400,InBed,0
2024-04-01 23:50:46 -0400,2024-04-01 23:50:47 -0400,InBed,0
2024-04-01 23:50:49 -0400,2024-04-01 23:51:23 -0400,InBed,0
2024-04-01 23:52:14 -0400,2024-04-02 00:03:52 -0400,InBed,0
2024-04-02 00:09:31 -0400,2024-04-02 00:15:57 -0400,InBed,0
2024-04-02 00:16:10 -0400,2024-04-02 00:23:55 -0400,InBed,0
2024-04-02 00:24:40 -0400,2024-04-02 00:32:10 -0400,InBed,0
2024-04-02 00:32:15 -0400,2024-04-02 01:46:55 -0400,InBed,0
2024-04-02 01:47:49 -0400,2024-04-02 01:51:03 -0400,InBed,0
2024-04-02 02:15:44 -0400,2024-04-02 02:16:44 -0400,InBed,0
2024-04-02 02:17:26 -0400,2024-04-02 02:26:09 -0400,InBed,0
2024-04-02 02:27:23 -0400,2024-04-02 02:31:02 -0400,InBed,0
2024-04-02 02:31:06 -0400,2024-04-02 02:34:46 -0400,InBed,0
2024-04-02 02:34:52 -0400,2024-04-02 02:55:28 -0400,InBed,0
2024-04-02 02:55:46 -0400,2024-04-02 03:10:42 -0400,InBed,0
2024-04-02 03:11:39 -0400,2024-04-02 03:13:36 -0400,InBed,0
2024-04-02 03:15:13 -0400,2024-04-02 03:15:47 -0400,InBed,0
2024-04-02 03:15:52 -0400,2024-04-02 03:18:01 -0400,InBed,0
2024-04-02 03:19:25 -0400,2024-04-02 03:19:56 -0400,InBed,0
2024-04-02 03:20:41 -0400,2024-04-02 03:21:13 -0400,InBed,0
2024-04-02 03:21:51 -0400,2024-04-02 03:23:47 -0400,InBed,0
2024-04-02 03:23:52 -0400,2024-04-02 03:29:47 -0400,InBed,0
2024-04-02 03:30:04 -0400,2024-04-02 03:33:44 -0400,InBed,0
2024-04-02 03:34:32 -0400,2024-04-02 03:35:57 -0400,InBed,0
2024-04-02 03:38:58 -0400,2024-04-02 03:39:00 -0400,InBed,0
2024-04-02 03:54:26 -0400,2024-04-02 04:08:46 -0400,InBed,0
2024-04-02 04:09:43 -0400,2024-04-02 04:16:23 -0400,InBed,0
2024-04-02 04:16:56 -0400,2024-04-02 04:17:49 -0400,InBed,0
2024-04-02 04:19:37 -0400,2024-04-02 04:20:53 -0400,InBed,0
2024-04-02 04:36:39 -0400,2024-04-02 04:39:09 -0400,AsleepCore,1
2024-04-02 04:36:39 -0400,2024-04-02 04:39:09 -0400,InBed,0
2024-04-02 04:39:09 -0400,2024-04-02 04:42:39 -0400,Awake,0
2024-04-02 04:42:39 -0400,2024-04-02 05:10:39 -0400,AsleepCore,1
2024-04-02 04:42:39 -0400,2024-04-02 05:10:39 -0400,InBed,0
2024-04-02 05:10:39 -0400,2024-04-02 05:11:39 -0400,Awake,0
2024-04-02 05:11:39 -0400,2024-04-02 05:28:39 -0400,AsleepCore,1
2024-04-02 05:28:39 -0400,2024-04-02 05:38:09 -0400,AsleepDeep,1
2024-04-02 05:38:09 -0400,2024-04-02 05:40:09 -0400,AsleepCore,1
2024-04-02 05:40:09 -0400,2024-04-02 05:45:09 -0400,AsleepREM,1
2024-04-02 05:11:39 -0400,2024-04-02 05:45:09 -0400,InBed,0
2024-04-02 05:45:09 -0400,2024-04-02 05:46:09 -0400,Awake,0
2024-04-02 05:46:09 -0400,2024-04-02 05:46:39 -0400,AsleepCore,1
2024-04-02 05:46:39 -0400,2024-04-02 05:53:09 -0400,AsleepREM,1
2024-04-02 05:46:09 -0400,2024-04-02 05:53:09 -0400,InBed,0
2024-04-02 05:53:09 -0400,2024-04-02 05:54:09 -0400,Awake,0
2024-04-02 05:54:09 -0400,2024-04-02 06:27:09 -0400,AsleepCore,1
2024-04-02 06:27:09 -0400,2024-04-02 06:31:39 -0400,AsleepDeep,1
2024-04-02 06:31:39 -0400,2024-04-02 06:33:39 -0400,AsleepCore,1
2024-04-02 05:54:09 -0400,2024-04-02 06:33:39 -0400,InBed,0
2024-04-02 06:33:39 -0400,2024-04-02 06:34:39 -0400,Awake,0
2024-04-02 06:34:39 -0400,2024-04-02 07:04:39 -0400,AsleepCore,1
2024-04-02 07:04:39 -0400,2024-04-02 07:39:39 -0400,AsleepREM,1
2024-04-02 04:21:24 -0400,2024-04-02 08:00:00 -0400,InBed,0
2024-04-02 07:39:39 -0400,2024-04-02 08:23:39 -0400,AsleepCore,1
2024-04-02 06:34:39 -0400,2024-04-02 08:23:39 -0400,InBed,0
2024-04-02 22:58:33 -0400,2024-04-02 23:01:10 -0400,InBed,0
2024-04-02 23:06:25 -0400,2024-04-02 23:23:34 -0400,InBed,0
2024-04-02 23:23:54 -0400,2024-04-02 23:24:08 -0400,InBed,0
2024-04-02 23:24:20 -0400,2024-04-02 23:27:40 -0400,InBed,0
2024-04-02 23:27:58 -0400,2024-04-02 23:28:14 -0400,InBed,0
2024-04-02 23:28:16 -0400,2024-04-02 23:28:26 -0400,InBed,0
2024-04-02 23:28:49 -0400,2024-04-02 23:35:21 -0400,InBed,0
2024-04-02 23:36:12 -0400,2024-04-02 23:38:42 -0400,InBed,0
2024-04-02 23:39:01 -0400,2024-04-03 00:26:45 -0400,InBed,0
2024-04-03 00:27:44 -0400,2024-04-03 00:27:56 -0400,InBed,0
2024-04-03 00:28:21 -0400,2024-04-03 00:28:49 -0400,InBed,0
2024-04-03 00:29:20 -0400,2024-04-03 00:29:47 -0400,InBed,0
2024-04-03 00:30:56 -0400,2024-04-03 01:57:31 -0400,InBed,0
2024-04-03 01:57:32 -0400,2024-04-03 01:57:34 -0400,InBed,0
2024-04-03 01:57:39 -0400,2024-04-03 01:57:42 -0400,InBed,0
2024-04-03 02:02:23 -0400,2024-04-03 02:36:02 -0400,InBed,0
2024-04-03 02:40:09 -0400,2024-04-03 03:00:03 -0400,InBed,0
2024-04-03 03:00:35 -0400,2024-04-03 07:36:25 -0400,InBed,0
2024-04-03 07:36:32 -0400,2024-04-03 08:00:02 -0400,InBed,0
2024-04-03 22:47:54 -0400,2024-04-03 23:28:54 -0400,InBed,0
2024-04-03 23:29:34 -0400,2024-04-03 23:29:46 -0400,InBed,0
2024-04-03 23:30:21 -0400,2024-04-03 23:30:29 -0400,InBed,0
2024-04-03 23:31:18 -0400,2024-04-03 23:31:59 -0400,InBed,0
2024-04-03 23:32:10 -0400,2024-04-03 23:57:55 -0400,InBed,0
2024-04-03 23:59:07 -0400,2024-04-04 00:10:53 -0400,InBed,0
2024-04-04 00:11:23 -0400,2024-04-04 00:18:59 -0400,InBed,0
2024-04-04 00:19:00 -0400,2024-04-04 00:19:09 -0400,InBed,0
2024-04-04 00:19:34 -0400,2024-04-04 00:54:13 -0400,InBed,0
2024-04-04 01:12:12 -0400,2024-04-04 01:30:12 -0400,InBed,0
2024-04-04 01:30:13 -0400,2024-04-04 01:30:15 -0400,InBed,0
2024-04-04 01:30:46 -0400,2024-04-04 02:28:17 -0400,InBed,0
2024-04-04 02:28:20 -0400,2024-04-04 02:28:24 -0400,InBed,0
2024-04-04 02:40:01 -0400,2024-04-04 02:43:21 -0400,InBed,0
2024-04-04 02:44:03 -0400,2024-04-04 02:44:10 -0400,InBed,0
2024-04-04 02:44:30 -0400,2024-04-04 02:45:26 -0400,InBed,0
2024-04-04 02:47:13 -0400,2024-04-04 02:57:42 -0400,InBed,0
2024-04-04 02:58:47 -0400,2024-04-04 02:59:42 -0400,InBed,0
2024-04-04 02:59:45 -0400,2024-04-04 03:03:37 -0400,InBed,0
2024-04-04 03:04:46 -0400,2024-04-04 03:19:45 -0400,InBed,0
2024-04-04 03:19:47 -0400,2024-04-04 03:29:22 -0400,InBed,0
2024-04-04 03:30:06 -0400,2024-04-04 03:34:26 -0400,InBed,0
2024-04-04 03:34:27 -0400,2024-04-04 03:34:31 -0400,InBed,0
2024-04-04 03:34:41 -0400,2024-04-04 03:51:46 -0400,InBed,0
2024-04-04 03:51:47 -0400,2024-04-04 03:51:51 -0400,InBed,0
2024-04-04 03:52:55 -0400,2024-04-04 03:54:19 -0400,InBed,0
2024-04-04 03:54:33 -0400,2024-04-04 04:05:21 -0400,InBed,0
2024-04-04 04:05:22 -0400,2024-04-04 04:14:48 -0400,InBed,0
2024-04-04 04:24:09 -0400,2024-04-04 04:29:20 -0400,InBed,0
2024-04-04 04:30:03 -0400,2024-04-04 05:12:07 -0400,InBed,0
2024-04-04 05:12:38 -0400,2024-04-04 05:28:32 -0400,InBed,0
2024-04-04 05:28:35 -0400,2024-04-04 05:28:53 -0400,InBed,0
2024-04-04 05:33:56 -0400,2024-04-04 08:00:00 -0400,InBed,0
2024-04-06 22:49:18 -0400,2024-04-06 23:11:24 -0400,InBed,0
2024-04-06 23:12:20 -0400,2024-04-06 23:16:45 -0400,InBed,0
2024-04-06 23:19:05 -0400,2024-04-06 23:21:26 -0400,InBed,0
2024-04-06 23:24:35 -0400,2024-04-06 23:25:06 -0400,InBed,0
2024-04-06 23:26:34 -0400,2024-04-06 23:28:43 -0400,InBed,0
2024-04-06 23:28:45 -0400,2024-04-06 23:28:47 -0400,InBed,0
2024-04-06 23:29:14 -0400,2024-04-06 23:38:54 -0400,InBed,0
2024-04-06 23:39:06 -0400,2024-04-06 23:39:10 -0400,InBed,0
2024-04-06 23:39:51 -0400,2024-04-06 23:43:25 -0400,InBed,0
2024-04-06 23:47:33 -0400,2024-04-06 23:50:16 -0400,InBed,0
2024-04-07 00:06:32 -0400,2024-04-07 00:06:36 -0400,InBed,0
2024-04-07 00:10:22 -0400,2024-04-07 00:12:11 -0400,InBed,0
2024-04-07 00:12:48 -0400,2024-04-07 00:46:30 -0400,InBed,0
2024-04-07 00:46:32 -0400,2024-04-07 00:46:35 -0400,InBed,0
2024-04-07 00:47:23 -0400,2024-04-07 00:54:08 -0400,InBed,0
2024-04-07 00:54:13 -0400,2024-04-07 00:54:17 -0400,InBed,0
2024-04-07 01:02:16 -0400,2024-04-07 01:02:45 -0400,InBed,0
2024-04-07 01:04:18 -0400,2024-04-07 01:05:33 -0400,InBed,0
2024-04-07 01:19:42 -0400,2024-04-07 01:22:54 -0400,InBed,0
2024-04-07 01:22:55 -0400,2024-04-07 01:23:06 -0400,InBed,0
2024-04-07 01:30:45 -0400,2024-04-07 01:33:28 -0400,InBed,0
2024-04-07 01:34:09 -0400,2024-04-07 05:45:57 -0400,InBed,0
2024-04-07 05:46:02 -0400,2024-04-07 05:46:32 -0400,InBed,0
2024-04-07 05:49:05 -0400,2024-04-07 06:12:38 -0400,InBed,0
2024-04-07 06:12:39 -0400,2024-04-07 07:56:09 -0400,InBed,0
2024-04-07 07:56:11 -0400,2024-04-07 07:58:42 -0400,InBed,0
2024-04-07 07:58:44 -0400,2024-04-07 07:58:56 -0400,InBed,0
2024-04-07 07:58:59 -0400,2024-04-07 08:00:00 -0400,InBed,0
2024-04-07 22:56:13 -0400,2024-04-07 23:22:41 -0400,InBed,0
2024-04-07 23:22:47 -0400,2024-04-07 23:59:27 -0400,InBed,0
2024-04-08 00:04:52 -0400,2024-04-08 00:34:59 -0400,InBed,0
2024-04-08 00:35:00 -0400,2024-04-08 00:35:04 -0400,InBed,0
2024-04-08 00:35:58 -0400,2024-04-08 01:03:00 -0400,InBed,0
2024-04-08 01:05:19 -0400,2024-04-08 01:13:03 -0400,InBed,0
2024-04-08 01:13:41 -0400,2024-04-08 01:34:37 -0400,InBed,0
2024-04-08 02:35:09 -0400,2024-04-08 03:00:13 -0400,InBed,0
2024-04-08 03:00:36 -0400,2024-04-08 08:00:02 -0400,InBed,0
2024-04-08 22:50:03 -0400,2024-04-08 23:08:20 -0400,InBed,0
2024-04-08 23:08:45 -0400,2024-04-08 23:23:43 -0400,InBed,0
2024-04-08 23:24:38 -0400,2024-04-08 23:26:37 -0400,InBed,0
2024-04-08 23:27:06 -0400,2024-04-08 23:27:10 -0400,InBed,0
2024-04-08 23:27:53 -0400,2024-04-09 00:08:33 -0400,InBed,0
2024-04-09 00:08:35 -0400,2024-04-09 00:08:37 -0400,InBed,0
2024-04-09 00:09:18 -0400,2024-04-09 00:11:37 -0400,InBed,0
2024-04-09 00:11:48 -0400,2024-04-09 00:12:51 -0400,InBed,0
2024-04-09 00:13:26 -0400,2024-04-09 00:32:09 -0400,InBed,0
2024-04-09 00:32:59 -0400,2024-04-09 00:35:51 -0400,InBed,0
2024-04-09 00:35:52 -0400,2024-04-09 00:35:55 -0400,InBed,0
2024-04-09 00:37:01 -0400,2024-04-09 00:42:15 -0400,InBed,0
2024-04-09 00:42:23 -0400,2024-04-09 01:13:06 -0400,InBed,0
2024-04-09 01:13:07 -0400,2024-04-09 02:31:38 -0400,InBed,0
2024-04-09 02:56:45 -0400,2024-04-09 02:56:48 -0400,InBed,0
2024-04-09 02:57:19 -0400,2024-04-09 03:06:55 -0400,InBed,0
2024-04-09 03:07:14 -0400,2024-04-09 04:11:13 -0400,InBed,0
2024-04-09 04:11:15 -0400,2024-04-09 04:21:07 -0400,InBed,0
2024-04-09 04:21:56 -0400,2024-04-09 05:19:02 -0400,InBed,0
2024-04-09 04:19:18 -0400,2024-04-09 06:20:18 -0400,AsleepUnspecified,1
2024-04-09 04:19:18 -0400,2024-04-09 06:20:18 -0400,InBed,0
2024-04-09 05:19:38 -0400,2024-04-09 06:33:32 -0400,InBed,0
2024-04-09 06:34:41 -0400,2024-04-09 06:35:31 -0400,InBed,0
2024-04-09 06:36:34 -0400,2024-04-09 06:38:03 -0400,InBed,0
2024-04-09 06:38:08 -0400,2024-04-09 07:01:56 -0400,InBed,0
2024-04-09 07:11:21 -0400,2024-04-09 08:00:00 -0400,InBed,0
2024-04-09 22:23:31 -0400,2024-04-09 23:01:00 -0400,InBed,0
2024-04-09 23:04:23 -0400,2024-04-09 23:22:24 -0400,InBed,0
2024-04-09 23:22:43 -0400,2024-04-09 23:45:13 -0400,InBed,0
2024-04-09 23:45:22 -0400,2024-04-09 23:57:25 -0400,InBed,0
2024-04-10 00:00:24 -0400,2024-04-10 00:00:26 -0400,InBed,0
2024-04-10 00:04:01 -0400,2024-04-10 00:12:58 -0400,InBed,0
2024-04-10 00:13:31 -0400,2024-04-10 00:27:38 -0400,InBed,0
2024-04-10 00:28:21 -0400,2024-04-10 00:29:26 -0400,InBed,0
2024-04-10 00:29:53 -0400,2024-04-10 00:37:25 -0400,InBed,0
2024-04-10 00:42:00 -0400,2024-04-10 00:50:21 -0400,InBed,0
2024-04-10 00:50:39 -0400,2024-04-10 01:59:41 -0400,InBed,0
2024-04-10 01:59:42 -0400,2024-04-10 01:59:43 -0400,InBed,0
2024-04-10 02:01:18 -0400,2024-04-10 02:10:57 -0400,InBed,0
2024-04-10 02:11:48 -0400,2024-04-10 04:05:40 -0400,InBed,0
2024-04-10 04:05:42 -0400,2024-04-10 04:05:50 -0400,InBed,0
2024-04-10 04:06:01 -0400,2024-04-10 07:16:37 -0400,InBed,0
2024-04-10 07:16:37 -0400,2024-04-10 07:25:53 -0400,InBed,0
2024-04-10 07:30:58 -0400,2024-04-10 07:38:41 -0400,InBed,0
2024-04-10 07:38:41 -0400,2024-04-10 07:38:45 -0400,InBed,0
2024-04-10 07:38:46 -0400,2024-04-10 07:51:16 -0400,InBed,0
2024-04-10 22:14:42 -0400,2024-04-10 23:03:10 -0400,InBed,0
2024-04-10 23:03:11 -0400,2024-04-10 23:03:13 -0400,InBed,0
2024-04-10 23:04:04 -0400,2024-04-10 23:20:42 -0400,InBed,0
2024-04-10 23:20:43 -0400,2024-04-10 23:20:45 -0400,InBed,0
2024-04-10 23:22:19 -0400,2024-04-11 00:07:12 -0400,InBed,0
2024-04-11 00:07:13 -0400,2024-04-11 00:07:17 -0400,InBed,0
2024-04-11 01:10:18 -0400,2024-04-11 01:10:21 -0400,InBed,0
2024-04-11 01:11:05 -0400,2024-04-11 01:59:04 -0400,InBed,0
2024-04-11 01:56:29 -0400,2024-04-11 02:16:59 -0400,AsleepCore,1
2024-04-11 02:16:59 -0400,2024-04-11 02:32:29 -0400,AsleepDeep,1
2024-04-11 02:32:29 -0400,2024-04-11 02:35:29 -0400,AsleepCore,1
2024-04-11 02:35:29 -0400,2024-04-11 02:48:59 -0400,AsleepDeep,1
2024-04-11 02:48:59 -0400,2024-04-11 03:10:29 -0400,AsleepCore,1
2024-04-11 01:56:29 -0400,2024-04-11 03:10:29 -0400,InBed,0
2024-04-11 03:10:29 -0400,2024-04-11 03:11:29 -0400,Awake,0
2024-04-11 03:11:29 -0400,2024-04-11 03:37:59 -0400,AsleepCore,1
2024-04-11 03:37:59 -0400,2024-04-11 03:48:59 -0400,AsleepDeep,1
2024-04-11 03:11:29 -0400,2024-04-11 03:48:59 -0400,InBed,0
2024-04-11 01:59:17 -0400,2024-04-11 03:58:57 -0400,InBed,0
2024-04-11 03:58:58 -0400,2024-04-11 04:23:44 -0400,InBed,0
2024-04-11 04:23:45 -0400,2024-04-11 04:23:47 -0400,InBed,0
2024-04-11 04:23:48 -0400,2024-04-11 04:23:49 -0400,InBed,0
2024-04-11 04:24:58 -0400,2024-04-11 04:34:59 -0400,InBed,0
2024-04-11 04:35:00 -0400,2024-04-11 04:35:02 -0400,InBed,0
2024-04-11 04:35:49 -0400,2024-04-11 05:04:43 -0400,InBed,0
2024-04-11 05:04:44 -0400,2024-04-11 05:06:04 -0400,InBed,0
2024-04-11 03:48:59 -0400,2024-04-11 05:12:29 -0400,Awake,0
2024-04-11 05:12:29 -0400,2024-04-11 05:17:59 -0400,AsleepCore,1
2024-04-11 05:12:29 -0400,2024-04-11 05:17:59 -0400,InBed,0
2024-04-11 05:17:59 -0400,2024-04-11 05:19:29 -0400,Awake,0
2024-04-11 05:19:29 -0400,2024-04-11 06:14:29 -0400,AsleepCore,1
2024-04-11 06:14:29 -0400,2024-04-11 06:38:59 -0400,AsleepREM,1
2024-04-11 06:38:59 -0400,2024-04-11 07:18:29 -0400,AsleepCore,1
2024-04-11 07:18:29 -0400,2024-04-11 07:28:59 -0400,AsleepDeep,1
2024-04-11 07:28:59 -0400,2024-04-11 07:34:29 -0400,AsleepCore,1
2024-04-11 05:19:29 -0400,2024-04-11 07:34:29 -0400,InBed,0
2024-04-11 07:34:29 -0400,2024-04-11 07:35:29 -0400,Awake,0
2024-04-11 07:35:29 -0400,2024-04-11 07:46:59 -0400,AsleepCore,1
2024-04-11 05:06:07 -0400,2024-04-11 08:00:02 -0400,InBed,0
2024-04-11 07:46:59 -0400,2024-04-11 08:04:29 -0400,AsleepREM,1
2024-04-11 08:04:29 -0400,2024-04-11 08:54:59 -0400,AsleepCore,1
2024-04-11 08:54:59 -0400,2024-04-11 08:55:59 -0400,AsleepDeep,1
2024-04-11 08:55:59 -0400,2024-04-11 08:57:59 -0400,AsleepCore,1
2024-04-11 07:35:29 -0400,2024-04-11 08:57:59 -0400,InBed,0
2024-04-11 08:57:59 -0400,2024-04-11 08:58:59 -0400,Awake,0
2024-04-11 08:58:59 -0400,2024-04-11 09:00:29 -0400,AsleepCore,1
2024-04-11 08:58:59 -0400,2024-04-11 09:00:29 -0400,InBed,0
2024-04-11 09:00:29 -0400,2024-04-11 09:01:59 -0400,Awake,0
2024-04-11 09:01:59 -0400,2024-04-11 09:08:59 -0400,AsleepCore,1
2024-04-11 09:08:59 -0400,2024-04-11 09:50:29 -0400,AsleepREM,1
2024-04-11 09:50:29 -0400,2024-04-11 09:54:59 -0400,AsleepCore,1
2024-04-11 09:54:59 -0400,2024-04-11 09:56:29 -0400,AsleepREM,1
2024-04-11 09:01:59 -0400,2024-04-11 09:56:29 -0400,InBed,0
2024-04-13 22:56:36 -0400,2024-04-13 23:10:07 -0400,InBed,0
2024-04-13 23:10:18 -0400,2024-04-13 23:15:08 -0400,InBed,0
2024-04-13 23:15:29 -0400,2024-04-13 23:15:32 -0400,InBed,0
2024-04-13 23:16:09 -0400,2024-04-13 23:21:43 -0400,InBed,0
2024-04-13 23:21:55 -0400,2024-04-13 23:27:13 -0400,InBed,0
2024-04-13 23:27:34 -0400,2024-04-13 23:34:25 -0400,InBed,0
